"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"20","com.bbb.account.marshaller","src/com/bbb/account/marshaller/RegistrationEmailMessageMarshaller.java","5","63","Found 'DD'-anomaly for variable 'stringWriter' (lines '63'-'67').","Controversial","DataflowAnomalyAnalysis"
"21","com.bbb.account.marshaller","src/com/bbb/account/marshaller/RegistrationEmailMessageMarshaller.java","4","84","A throw statement in a finally block makes the control flow hard to understand.","Strict Exceptions","DoNotThrowExceptionInFinally"
"22","com.bbb.account.profile","src/com/bbb/account/profile/FeedFileParser.java","3","34","Avoid modifiers which are implied by the context","Unused Code","UnusedModifier"
"23","com.bbb.account.profile","src/com/bbb/account/profile/FeedFileParser.java","3","41","Avoid modifiers which are implied by the context","Unused Code","UnusedModifier"
"24","com.bbb.account.profile","src/com/bbb/account/profile/FeedFileParser.java","3","49","Avoid excessively long variable names like profileResponseVOs","Naming","LongVariable"
"25","com.bbb.account.profile","src/com/bbb/account/profile/FeedFileParser.java","3","49","Avoid modifiers which are implied by the context","Unused Code","UnusedModifier"
"26","com.bbb.account.profile","src/com/bbb/account/profile/FeedFileParser.java","3","58","Avoid excessively long variable names like isRegistrantResponse","Naming","LongVariable"
"27","com.bbb.account.profile","src/com/bbb/account/profile/FeedFileParser.java","3","58","Avoid excessively long variable names like registryResponseVOs","Naming","LongVariable"
"28","com.bbb.account.profile","src/com/bbb/account/profile/FeedFileParser.java","3","58","Avoid modifiers which are implied by the context","Unused Code","UnusedModifier"
"29","com.bbb.account.profile.vo","src/com/bbb/account/profile/vo/ProfileVO.java","3","23","Too many fields","Code Size","TooManyFields"
"30","com.bbb.account.profile.vo","src/com/bbb/account/profile/vo/ProfileVO.java","3","28","Avoid variables with short names like id","Naming","ShortVariable"
"31","com.bbb.account.profile.vo","src/com/bbb/account/profile/vo/ProfileVO.java","3","63","Avoid excessively long variable names like lastModifiedDateAsString","Naming","LongVariable"
"32","com.bbb.account.profile.vo","src/com/bbb/account/profile/vo/ProfileVO.java","3","115","Parameter 'favStoreId' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"33","com.bbb.account.profile.vo","src/com/bbb/account/profile/vo/ProfileVO.java","3","129","Parameter 'siteId' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"34","com.bbb.account.profile.vo","src/com/bbb/account/profile/vo/ProfileVO.java","3","143","Parameter 'memberId' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"35","com.bbb.account.profile.vo","src/com/bbb/account/profile/vo/ProfileVO.java","3","157","Avoid variables with short names like id","Naming","ShortVariable"
"36","com.bbb.account.profile.vo","src/com/bbb/account/profile/vo/ProfileVO.java","3","157","Parameter 'id' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"37","com.bbb.account.profile.vo","src/com/bbb/account/profile/vo/ProfileVO.java","3","171","Parameter 'firstName' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"38","com.bbb.account.profile.vo","src/com/bbb/account/profile/vo/ProfileVO.java","3","185","Parameter 'lastName' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"39","com.bbb.account.profile.vo","src/com/bbb/account/profile/vo/ProfileVO.java","3","199","Parameter 'email' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"40","com.bbb.account.profile.vo","src/com/bbb/account/profile/vo/ProfileVO.java","3","213","Parameter 'mobileNumber' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"41","com.bbb.account.profile.vo","src/com/bbb/account/profile/vo/ProfileVO.java","3","227","Parameter 'phoneNumber' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"42","com.bbb.account.profile.vo","src/com/bbb/account/profile/vo/ProfileVO.java","3","241","Parameter 'lastModifiedDate' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"43","com.bbb.account.profile.vo","src/com/bbb/account/profile/vo/ProfileVO.java","3","255","Parameter 'optInFlag' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"44","com.bbb.account.profile.vo","src/com/bbb/account/profile/vo/ProfileVO.java","3","269","Avoid excessively long variable names like lastModifiedDateAsString","Naming","LongVariable"
"45","com.bbb.account.profile.vo","src/com/bbb/account/profile/vo/ProfileVO.java","3","269","Parameter 'lastModifiedDateAsString' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"46","com.bbb.account.profile.vo","src/com/bbb/account/profile/vo/ProfileVO.java","3","283","Parameter 'error' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"47","com.bbb.account.profile.vo","src/com/bbb/account/profile/vo/ProfileVO.java","3","297","Parameter 'errorCode' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"48","com.bbb.account.profile.vo","src/com/bbb/account/profile/vo/ProfileVO.java","3","311","Parameter 'responseMessage' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"49","com.bbb.account.profile.vo","src/com/bbb/account/profile/vo/ProfileVO.java","3","325","Parameter 'profileId' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"50","com.bbb.account.profile.vo","src/com/bbb/account/profile/vo/ProfileVO.java","3","334","Local variable 'profileDetails' could be declared final","Optimization","LocalVariableCouldBeFinal"
"51","com.bbb.account.profile.vo","src/com/bbb/account/profile/vo/ProfileVO.java","3","335","Avoid concatenating nonliterals in a StringBuffer/StringBuilder constructor or append().","String and StringBuffer","InefficientStringBuffering"
"52","com.bbb.account.profile.vo","src/com/bbb/account/profile/vo/ProfileVO.java","3","336","Avoid concatenating nonliterals in a StringBuffer/StringBuilder constructor or append().","String and StringBuffer","InefficientStringBuffering"
"53","com.bbb.account.profile.vo","src/com/bbb/account/profile/vo/ProfileVO.java","3","337","Avoid concatenating nonliterals in a StringBuffer/StringBuilder constructor or append().","String and StringBuffer","InefficientStringBuffering"
"54","com.bbb.account.profile.vo","src/com/bbb/account/profile/vo/ProfileVO.java","3","338","Avoid concatenating nonliterals in a StringBuffer/StringBuilder constructor or append().","String and StringBuffer","InefficientStringBuffering"
"55","com.bbb.account.profile.vo","src/com/bbb/account/profile/vo/ProfileVO.java","3","339","Avoid concatenating nonliterals in a StringBuffer/StringBuilder constructor or append().","String and StringBuffer","InefficientStringBuffering"
"56","com.bbb.account.profile.vo","src/com/bbb/account/profile/vo/ProfileVO.java","3","340","Avoid concatenating nonliterals in a StringBuffer/StringBuilder constructor or append().","String and StringBuffer","InefficientStringBuffering"
"57","com.bbb.account.profile.vo","src/com/bbb/account/profile/vo/ProfileVO.java","3","341","Avoid concatenating nonliterals in a StringBuffer/StringBuilder constructor or append().","String and StringBuffer","InefficientStringBuffering"
"58","com.bbb.account.profile.vo","src/com/bbb/account/profile/vo/ProfileVO.java","3","342","Avoid concatenating nonliterals in a StringBuffer/StringBuilder constructor or append().","String and StringBuffer","InefficientStringBuffering"
"59","com.bbb.account.profile.vo","src/com/bbb/account/profile/vo/ProfileVO.java","3","343","Avoid concatenating nonliterals in a StringBuffer/StringBuilder constructor or append().","String and StringBuffer","InefficientStringBuffering"
"60","com.bbb.account.profile.vo","src/com/bbb/account/profile/vo/ProfileVO.java","3","344","Avoid concatenating nonliterals in a StringBuffer/StringBuilder constructor or append().","String and StringBuffer","InefficientStringBuffering"
"61","com.bbb.account.profile.vo","src/com/bbb/account/profile/vo/ProfileVO.java","3","345","Avoid concatenating nonliterals in a StringBuffer/StringBuilder constructor or append().","String and StringBuffer","InefficientStringBuffering"
"62","com.bbb.account.profile.vo","src/com/bbb/account/profile/vo/ProfileVO.java","3","346","Avoid concatenating nonliterals in a StringBuffer/StringBuilder constructor or append().","String and StringBuffer","InefficientStringBuffering"
"63","com.bbb.account.profile.vo","src/com/bbb/account/profile/vo/ProfileVO.java","3","347","Avoid concatenating nonliterals in a StringBuffer/StringBuilder constructor or append().","String and StringBuffer","InefficientStringBuffering"
"64","com.bbb.account.profile.vo","src/com/bbb/account/profile/vo/ProfileVO.java","3","348","Avoid concatenating nonliterals in a StringBuffer/StringBuilder constructor or append().","String and StringBuffer","InefficientStringBuffering"
"65","com.bbb.account.profile.vo","src/com/bbb/account/profile/vo/RegistryVO.java","3","28","Avoid variables with short names like id","Naming","ShortVariable"
"66","com.bbb.account.profile.vo","src/com/bbb/account/profile/vo/RegistryVO.java","3","43","Avoid excessively long variable names like registrantAsString","Naming","LongVariable"
"67","com.bbb.account.profile.vo","src/com/bbb/account/profile/vo/RegistryVO.java","3","101","Parameter 'registryTypeCode' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"68","com.bbb.account.profile.vo","src/com/bbb/account/profile/vo/RegistryVO.java","3","115","Parameter 'profileId' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"69","com.bbb.account.profile.vo","src/com/bbb/account/profile/vo/RegistryVO.java","3","129","Parameter 'error' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"70","com.bbb.account.profile.vo","src/com/bbb/account/profile/vo/RegistryVO.java","3","143","Parameter 'errorCode' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"71","com.bbb.account.profile.vo","src/com/bbb/account/profile/vo/RegistryVO.java","3","157","Parameter 'responseMessage' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"72","com.bbb.account.profile.vo","src/com/bbb/account/profile/vo/RegistryVO.java","3","171","Avoid variables with short names like id","Naming","ShortVariable"
"73","com.bbb.account.profile.vo","src/com/bbb/account/profile/vo/RegistryVO.java","3","171","Parameter 'id' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"74","com.bbb.account.profile.vo","src/com/bbb/account/profile/vo/RegistryVO.java","3","185","Parameter 'siteId' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"75","com.bbb.account.profile.vo","src/com/bbb/account/profile/vo/RegistryVO.java","3","199","Parameter 'email' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"76","com.bbb.account.profile.vo","src/com/bbb/account/profile/vo/RegistryVO.java","3","213","Parameter 'registryId' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"77","com.bbb.account.profile.vo","src/com/bbb/account/profile/vo/RegistryVO.java","3","227","Parameter 'registrant' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"78","com.bbb.account.profile.vo","src/com/bbb/account/profile/vo/RegistryVO.java","3","241","Parameter 'registryType' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"79","com.bbb.account.profile.vo","src/com/bbb/account/profile/vo/RegistryVO.java","3","255","Parameter 'eventDate' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"80","com.bbb.account.profile.vo","src/com/bbb/account/profile/vo/RegistryVO.java","3","269","Avoid excessively long variable names like registrantAsString","Naming","LongVariable"
"81","com.bbb.account.profile.vo","src/com/bbb/account/profile/vo/RegistryVO.java","3","269","Parameter 'registrantAsString' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"82","com.bbb.account.profile.vo","src/com/bbb/account/profile/vo/RegistryVO.java","3","278","Local variable 'registryDetails' could be declared final","Optimization","LocalVariableCouldBeFinal"
"83","com.bbb.account.profile.vo","src/com/bbb/account/profile/vo/RegistryVO.java","3","280","Avoid concatenating nonliterals in a StringBuffer/StringBuilder constructor or append().","String and StringBuffer","InefficientStringBuffering"
"84","com.bbb.account.profile.vo","src/com/bbb/account/profile/vo/RegistryVO.java","3","281","Avoid concatenating nonliterals in a StringBuffer/StringBuilder constructor or append().","String and StringBuffer","InefficientStringBuffering"
"85","com.bbb.account.profile.vo","src/com/bbb/account/profile/vo/RegistryVO.java","3","282","Avoid concatenating nonliterals in a StringBuffer/StringBuilder constructor or append().","String and StringBuffer","InefficientStringBuffering"
"86","com.bbb.account.profile.vo","src/com/bbb/account/profile/vo/RegistryVO.java","3","283","Avoid concatenating nonliterals in a StringBuffer/StringBuilder constructor or append().","String and StringBuffer","InefficientStringBuffering"
"87","com.bbb.account.profile.vo","src/com/bbb/account/profile/vo/RegistryVO.java","3","284","Avoid concatenating nonliterals in a StringBuffer/StringBuilder constructor or append().","String and StringBuffer","InefficientStringBuffering"
"88","com.bbb.account.profile.vo","src/com/bbb/account/profile/vo/RegistryVO.java","3","285","Avoid concatenating nonliterals in a StringBuffer/StringBuilder constructor or append().","String and StringBuffer","InefficientStringBuffering"
"89","com.bbb.account.profile.vo","src/com/bbb/account/profile/vo/RegistryVO.java","3","286","Avoid concatenating nonliterals in a StringBuffer/StringBuilder constructor or append().","String and StringBuffer","InefficientStringBuffering"
"90","com.bbb.account.profile.vo","src/com/bbb/account/profile/vo/RegistryVO.java","3","287","Avoid concatenating nonliterals in a StringBuffer/StringBuilder constructor or append().","String and StringBuffer","InefficientStringBuffering"
"91","com.bbb.account.profile.vo","src/com/bbb/account/profile/vo/RegistryVO.java","3","288","Avoid concatenating nonliterals in a StringBuffer/StringBuilder constructor or append().","String and StringBuffer","InefficientStringBuffering"
"92","com.bbb.account.profile.vo","src/com/bbb/account/profile/vo/RegistryVO.java","3","289","Avoid concatenating nonliterals in a StringBuffer/StringBuilder constructor or append().","String and StringBuffer","InefficientStringBuffering"
"93","com.bbb.account.validatecoupon","src/com/bbb/account/validatecoupon/ActivateCouponRequestVO.java","4","4","Avoid unused imports such as 'java.util.Date'","Import Statements","UnusedImports"
"94","com.bbb.account.validatecoupon","src/com/bbb/account/validatecoupon/ActivateCouponRequestVO.java","4","4","Avoid unused imports such as 'java.util.Date'","Import Statements","UnusedImports"
"95","com.bbb.account.validatecoupon","src/com/bbb/account/validatecoupon/ActivateCouponRequestVO.java","3","27","Avoid unused private fields such as 'userToken'.","Unused Code","UnusedPrivateField"
"96","com.bbb.account.validatecoupon","src/com/bbb/account/validatecoupon/ActivateCouponRequestVO.java","3","27","Perhaps 'userToken' could be replaced by a local variable.","Design","SingularField"
"97","com.bbb.account.validatecoupon","src/com/bbb/account/validatecoupon/ActivateCouponRequestVO.java","3","36","Parameter 'mSiteFlag' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"98","com.bbb.account.validatecoupon","src/com/bbb/account/validatecoupon/ActivateCouponRequestVO.java","3","44","Parameter 'userToken' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"99","com.bbb.account.validatecoupon","src/com/bbb/account/validatecoupon/ActivateCouponRequestVO.java","3","50","Parameter 'mOfferCd' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"100","com.bbb.account.validatecoupon","src/com/bbb/account/validatecoupon/ActivateCouponRequestVO.java","3","57","Parameter 'pEmailAddr' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"101","com.bbb.account.validatecoupon","src/com/bbb/account/validatecoupon/ActivateCouponRequestVO.java","3","64","Parameter 'mMobilePhone' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"102","com.bbb.account.validatecoupon","src/com/bbb/account/validatecoupon/ActivateCouponRequestVO.java","3","71","Parameter 'mPromoEmailFlag' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"103","com.bbb.account.validatecoupon","src/com/bbb/account/validatecoupon/ActivateCouponRequestVO.java","3","78","Parameter 'mPromoMobileFlag' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"104","com.bbb.account.validatecoupon","src/com/bbb/account/validatecoupon/ActivateCouponRequestVO.java","3","92","Parameter 'pType' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"105","com.bbb.account.validatecoupon","src/com/bbb/account/validatecoupon/ActivateCouponResponseVO.java","3","29","Parameter 'endDate' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"106","com.bbb.account.validatecoupon","src/com/bbb/account/validatecoupon/ActivateCouponResponseVO.java","3","41","Parameter 'pStatus' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"107","com.bbb.account.validatecoupon","src/com/bbb/account/validatecoupon/ActivateCouponResponseVO.java","3","53","Parameter 'pCouponStatus' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"108","com.bbb.account.validatecoupon","src/com/bbb/account/validatecoupon/CouponsResponseVO.java","3","35","Parameter 'pEntryCd' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"109","com.bbb.account.validatecoupon","src/com/bbb/account/validatecoupon/CouponsResponseVO.java","3","50","Parameter 'pDescription' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"110","com.bbb.account.validatecoupon","src/com/bbb/account/validatecoupon/ValidateCouponRequestVO.java","3","39","Parameter 'pServiceName' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"111","com.bbb.account.validatecoupon","src/com/bbb/account/validatecoupon/ValidateCouponRequestVO.java","3","52","Parameter 'pUserToken' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"112","com.bbb.account.validatecoupon","src/com/bbb/account/validatecoupon/ValidateCouponRequestVO.java","3","64","Parameter 'pSiteFlag' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"113","com.bbb.account.validatecoupon","src/com/bbb/account/validatecoupon/ValidateCouponRequestVO.java","3","76","Parameter 'pAction' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"114","com.bbb.account.validatecoupon","src/com/bbb/account/validatecoupon/ValidateCouponRequestVO.java","3","88","Parameter 'pEmailAddr' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"115","com.bbb.account.validatecoupon","src/com/bbb/account/validatecoupon/ValidateCouponRequestVO.java","3","100","Parameter 'pMobilePhone' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"116","com.bbb.account.validatecoupon","src/com/bbb/account/validatecoupon/ValidateCouponRequestVO.java","3","112","Parameter 'pEntryCd' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"117","com.bbb.account.validatecoupon","src/com/bbb/account/validatecoupon/ValidateCouponResponseVO.java","3","34","Parameter 'pStatus' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"118","com.bbb.account.validatecoupon","src/com/bbb/account/validatecoupon/ValidateCouponResponseVO.java","3","46","Parameter 'pCouponStatus' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"119","com.bbb.account.verifyoldaccount","src/com/bbb/account/verifyoldaccount/ValidateOldAccReqVO.java","3","24","Parameter 'pServiceName' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"120","com.bbb.account.verifyoldaccount","src/com/bbb/account/verifyoldaccount/ValidateOldAccReqVO.java","3","36","Parameter 'pPassword' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"121","com.bbb.account.verifyoldaccount","src/com/bbb/account/verifyoldaccount/ValidateOldAccReqVO.java","3","48","Parameter 'pUserToken' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"122","com.bbb.account.verifyoldaccount","src/com/bbb/account/verifyoldaccount/ValidateOldAccReqVO.java","3","60","Parameter 'pEmail' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"123","com.bbb.account.verifyoldaccount","src/com/bbb/account/verifyoldaccount/ValidateOldAccReqVO.java","3","73","Parameter 'pSiteFlag' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"124","com.bbb.account.verifyoldaccount","src/com/bbb/account/verifyoldaccount/ValidateOldAccResVO.java","4","16","A getX() method which returns a boolean should be named isX()","Naming","BooleanGetMethodName"
"125","com.bbb.account.verifyoldaccount","src/com/bbb/account/verifyoldaccount/ValidateOldAccResVO.java","3","28","Parameter 'pStatus' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"126","com.bbb.account.verifyoldaccount","src/com/bbb/account/verifyoldaccount/ValidateOldAccResVO.java","3","34","Parameter 'pIsValid' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"127","com.bbb.account.vo","src/com/bbb/account/vo/CouponListVo.java","3","19","Avoid excessively long variable names like mCouponsDescription","Naming","LongVariable"
"128","com.bbb.account.vo","src/com/bbb/account/vo/CouponListVo.java","3","21","Avoid excessively long variable names like mCouponsExclusions","Naming","LongVariable"
"129","com.bbb.account.vo","src/com/bbb/account/vo/CouponListVo.java","3","39","Parameter 'pEntryCd' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"130","com.bbb.account.vo","src/com/bbb/account/vo/CouponListVo.java","3","55","Parameter 'pDescription' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"131","com.bbb.account.vo","src/com/bbb/account/vo/CouponListVo.java","3","83","Avoid excessively long variable names like pCouponsDescription","Naming","LongVariable"
"132","com.bbb.account.vo","src/com/bbb/account/vo/CouponListVo.java","3","83","Parameter 'pCouponsDescription' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"133","com.bbb.account.vo","src/com/bbb/account/vo/CouponListVo.java","3","90","Parameter 'pCouponsImageUrl' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"134","com.bbb.account.vo","src/com/bbb/account/vo/CouponListVo.java","3","97","Avoid excessively long variable names like pCouponsExclusions","Naming","LongVariable"
"135","com.bbb.account.vo","src/com/bbb/account/vo/CouponListVo.java","3","97","Parameter 'pCouponsExclusions' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"136","com.bbb.account.vo","src/com/bbb/account/vo/CouponListVo.java","3","101","Avoid variables with short names like pB","Naming","ShortVariable"
"137","com.bbb.account.vo","src/com/bbb/account/vo/CouponListVo.java","3","101","Parameter 'pB' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"138","com.bbb.account.vo","src/com/bbb/account/vo/CouponListVo.java","4","109","A getX() method which returns a boolean should be named isX()","Naming","BooleanGetMethodName"
"139","com.bbb.account.vo","src/com/bbb/account/vo/CouponListVo.java","3","123","Parameter 'promoItem' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"140","com.bbb.account.vo","src/com/bbb/account/vo/CouponListVo.java","3","140","Parameter 'pPromoId' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"141","com.bbb.account.vo","src/com/bbb/account/vo/CouponRequestVo.java","3","26","Parameter 'mServiceName' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"142","com.bbb.account.vo","src/com/bbb/account/vo/CouponRequestVo.java","3","42","Parameter 'pUserToken' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"143","com.bbb.account.vo","src/com/bbb/account/vo/CouponRequestVo.java","3","58","Parameter 'pSiteFlag' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"144","com.bbb.account.vo","src/com/bbb/account/vo/CouponRequestVo.java","3","74","Parameter 'pEmailAddr' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"145","com.bbb.account.vo","src/com/bbb/account/vo/CouponRequestVo.java","3","90","Parameter 'pMobilePhone' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"146","com.bbb.account.vo","src/com/bbb/account/vo/CouponResponseVo.java","3","28","Parameter 'pErrorStatus' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"147","com.bbb.account.vo","src/com/bbb/account/vo/CouponResponseVo.java","3","44","Parameter 'pCouponList' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"148","com.bbb.account.vo","src/com/bbb/account/vo/OrderTrackingRequestVO.java","3","40","Parameter 'pUserToken' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"149","com.bbb.account.vo","src/com/bbb/account/vo/OrderTrackingRequestVO.java","3","52","Parameter 'pSiteFlag' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"150","com.bbb.account.vo","src/com/bbb/account/vo/OrderTrackingRequestVO.java","3","64","Parameter 'pOrderNumber' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"151","com.bbb.account.vo","src/com/bbb/account/vo/OrderTrackingRequestVO.java","3","76","Parameter 'pEmailAddress' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"152","com.bbb.account.vo","src/com/bbb/account/vo/OrderTrackingRequestVO.java","3","88","Parameter 'mServiceName' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"153","com.bbb.account.vo","src/com/bbb/account/vo/OrderTrackingResponseVO.java","3","34","Avoid excessively long variable names like mCustomerFirstName","Naming","LongVariable"
