"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"56","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaClient.java","3","235","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"57","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaClient.java","3","236","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"58","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaClient.java","3","237","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"59","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaClient.java","3","238","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"60","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaClient.java","3","239","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"61","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaClient.java","3","240","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"62","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaClient.java","3","241","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"63","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaClient.java","3","242","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"64","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaClient.java","3","243","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"65","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaClient.java","3","246","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"66","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaClient.java","3","250","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"67","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaClient.java","3","253","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"68","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaClient.java","3","257","Comment is too large: Line too long","Comments","CommentSize"
"69","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaClient.java","3","257","Comment is too large: Too many lines","Comments","CommentSize"
"70","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaClient.java","3","262","Comment is too large: Line too long","Comments","CommentSize"
"71","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaClient.java","3","263","Comment is too large: Line too long","Comments","CommentSize"
"72","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaClient.java","3","264","Comment is too large: Line too long","Comments","CommentSize"
"73","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaClient.java","3","268","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"74","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaClient.java","5","286","Found 'DD'-anomaly for variable 'urlGen' (lines '286'-'288').","Controversial","DataflowAnomalyAnalysis"
"75","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaClient.java","5","287","Found 'DD'-anomaly for variable 'hyperlink' (lines '287'-'321').","Controversial","DataflowAnomalyAnalysis"
"76","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaClient.java","3","289","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"77","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaClient.java","3","290","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"78","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaClient.java","3","291","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"79","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaClient.java","3","292","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"80","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaClient.java","3","293","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"81","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaClient.java","3","294","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"82","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaClient.java","3","295","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"83","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaClient.java","3","296","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"84","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaClient.java","3","299","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"85","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaClient.java","3","303","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"86","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaClient.java","3","306","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"87","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaClient.java","3","310","Comment is too large: Line too long","Comments","CommentSize"
"88","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaClient.java","3","310","Comment is too large: Too many lines","Comments","CommentSize"
"89","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaClient.java","3","315","Comment is too large: Line too long","Comments","CommentSize"
"90","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaClient.java","3","316","Comment is too large: Line too long","Comments","CommentSize"
"91","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaClient.java","3","317","Comment is too large: Line too long","Comments","CommentSize"
"92","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaClient.java","3","321","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"93","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaClient.java","5","339","Found 'DD'-anomaly for variable 'urlGen' (lines '339'-'341').","Controversial","DataflowAnomalyAnalysis"
"94","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaClient.java","5","340","Found 'DD'-anomaly for variable 'hyperlink' (lines '340'-'374').","Controversial","DataflowAnomalyAnalysis"
"95","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaClient.java","3","342","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"96","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaClient.java","3","343","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"97","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaClient.java","3","344","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"98","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaClient.java","3","345","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"99","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaClient.java","3","346","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"100","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaClient.java","3","347","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"101","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaClient.java","3","348","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"102","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaClient.java","3","349","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"103","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaClient.java","3","352","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"104","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaClient.java","3","356","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"105","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaClient.java","3","359","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"106","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaClient.java","3","363","Comment is too large: Line too long","Comments","CommentSize"
"107","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaClient.java","3","363","Comment is too large: Too many lines","Comments","CommentSize"
"108","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaClient.java","3","368","Comment is too large: Line too long","Comments","CommentSize"
"109","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaClient.java","3","369","Comment is too large: Line too long","Comments","CommentSize"
"110","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaClient.java","3","370","Comment is too large: Line too long","Comments","CommentSize"
"111","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaClient.java","3","374","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"112","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaClient.java","5","391","Found 'DD'-anomaly for variable 'urlGen' (lines '391'-'393').","Controversial","DataflowAnomalyAnalysis"
"113","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaClient.java","5","392","Found 'DD'-anomaly for variable 'hyperlink' (lines '392'-'425').","Controversial","DataflowAnomalyAnalysis"
"114","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaClient.java","3","394","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"115","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaClient.java","3","395","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"116","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaClient.java","3","396","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"117","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaClient.java","3","397","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"118","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaClient.java","3","398","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"119","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaClient.java","3","399","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"120","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaClient.java","3","400","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"121","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaClient.java","3","403","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"122","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaClient.java","3","407","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"123","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaClient.java","3","410","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"124","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaClient.java","3","414","Comment is too large: Line too long","Comments","CommentSize"
"125","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaClient.java","3","414","Comment is too large: Too many lines","Comments","CommentSize"
"126","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaClient.java","3","419","Comment is too large: Line too long","Comments","CommentSize"
"127","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaClient.java","3","420","Comment is too large: Line too long","Comments","CommentSize"
"128","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaClient.java","3","421","Comment is too large: Line too long","Comments","CommentSize"
"129","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaClient.java","3","425","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"130","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaClient.java","3","470","Comment is too large: Too many lines","Comments","CommentSize"
"131","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaClient.java","3","480","The method getResultObject() has an NPath complexity of 256","Code Size","NPathComplexity"
"132","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaClient.java","3","483","Parameter 'redirUrl' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"133","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaClient.java","5","527","Found 'DD'-anomaly for variable 'currentOffset' (lines '527'-'529').","Controversial","DataflowAnomalyAnalysis"
"134","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaClient.java","5","528","Found 'DD'-anomaly for variable 'currentPage' (lines '528'-'530').","Controversial","DataflowAnomalyAnalysis"
"135","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaClient.java","4","530","Useless parentheses.","Unnecessary","UselessParentheses"
"136","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaClient.java","4","530","Useless parentheses.","Unnecessary","UselessParentheses"
"137","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaClient.java","3","554","Comment is too large: Line too long","Comments","CommentSize"
"138","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaClient.java","3","554","Comment is too large: Too many lines","Comments","CommentSize"
"139","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaClient.java","3","559","Comment is too large: Line too long","Comments","CommentSize"
"140","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaClient.java","3","560","Comment is too large: Line too long","Comments","CommentSize"
"141","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaClient.java","3","561","Comment is too large: Line too long","Comments","CommentSize"
"142","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaClient.java","5","574","Found 'DD'-anomaly for variable 'urlList' (lines '574'-'576').","Controversial","DataflowAnomalyAnalysis"
"143","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaClient.java","3","576","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"144","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaClient.java","3","582","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"145","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaClient.java","3","583","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"146","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaClient.java","3","600","Avoid using Literals in Conditional Statements","Controversial","AvoidLiteralsInIfCondition"
"147","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaClient.java","5","601","Found 'DD'-anomaly for variable 'portList' (lines '601'-'603').","Controversial","DataflowAnomalyAnalysis"
"148","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaClient.java","3","603","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"149","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaClient.java","3","609","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"150","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaClient.java","3","610","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"151","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaClient.java","3","696","Parameter 'pEndecaUrl' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"152","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaClient.java","3","710","Parameter 'pEndecaPort' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"153","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaQueryGenerator.java","3","1","A high number of imports can indicate a high degree of coupling within an object.","Coupling","ExcessiveImports"
"154","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaQueryGenerator.java","3","1","Possible God class (WMC=97, ATFD=60, TCC=0.02418207681365576)","Design","GodClass"
"155","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaQueryGenerator.java","4","38","Avoid duplicate imports such as 'java.util.List'","Import Statements","DuplicateImports"
"156","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaQueryGenerator.java","3","40","Comment is too large: Line too long","Comments","CommentSize"
"157","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaQueryGenerator.java","3","44","The class 'EndecaQueryGenerator' has a Cyclomatic Complexity of 3 (Highest = 36).","Code Size","CyclomaticComplexity"
"158","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaQueryGenerator.java","3","44","Too many fields","Code Size","TooManyFields"
"159","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaQueryGenerator.java","3","59","Avoid unused private fields such as 'queryURL'.","Unused Code","UnusedPrivateField"
"160","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaQueryGenerator.java","3","60","Avoid unused private fields such as 'sortString'.","Unused Code","UnusedPrivateField"
"161","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaQueryGenerator.java","3","65","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBeans","BeanMembersShouldSerialize"
"162","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaQueryGenerator.java","3","80","Avoid excessively long variable names like NAV_SEARCH_PHRASES_NTPC","Naming","LongVariable"
"163","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaQueryGenerator.java","3","81","Avoid excessively long variable names like NAV_SEARCH_PHRASES_NTPR","Naming","LongVariable"
"164","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaQueryGenerator.java","3","82","Avoid excessively long variable names like NAV_SEARCH_PHRASES_NRC","Naming","LongVariable"
"165","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaQueryGenerator.java","3","83","Avoid unused private fields such as 'NAV_FILTER'.","Unused Code","UnusedPrivateField"
"166","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaQueryGenerator.java","3","101","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBeans","BeanMembersShouldSerialize"
"167","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaQueryGenerator.java","3","102","Avoid excessively long variable names like dimNonDisplayMapConfig","Naming","LongVariable"
"168","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaQueryGenerator.java","3","103","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBeans","BeanMembersShouldSerialize"
"169","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaQueryGenerator.java","3","103","Private field 'defaultKey' could be made final; it is only initialized in the declaration or constructor.","Design","ImmutableField"
"170","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaQueryGenerator.java","3","106","Comment is too large: Line too long","Comments","CommentSize"
"171","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaQueryGenerator.java","3","121","Avoid really long methods.","Code Size","ExcessiveMethodLength"
"172","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaQueryGenerator.java","3","121","The method 'generateEndecaQuery' has a Cyclomatic Complexity of 36.","Code Size","CyclomaticComplexity"
"173","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaQueryGenerator.java","3","121","The method generateEndecaQuery() has an NCSS line count of 113","Code Size","NcssMethodCount"
"174","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaQueryGenerator.java","3","121","The method generateEndecaQuery() has an NPath complexity of 105840","Code Size","NPathComplexity"
"175","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaQueryGenerator.java","3","125","Avoid declaring a variable if it is unreferenced before a possible exit point.","Optimization","PrematureDeclaration"
"176","com.bbb.search.endeca","src/com/bbb/search/endeca/EndecaQueryGenerator.java","5","125","Found 'DD'-anomaly for variable 'contentQuery' (lines '125'-'316').","Controversial","DataflowAnomalyAnalysis"
