"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"34","com.bbb.account","src/com/bbb/account/ActivateCouponMarshaller.java","3","84","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"35","com.bbb.account","src/com/bbb/account/ActivateCouponMarshaller.java","3","84","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"36","com.bbb.account","src/com/bbb/account/ActivateCouponMarshaller.java","3","85","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"37","com.bbb.account","src/com/bbb/account/ActivateCouponMarshaller.java","3","85","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"38","com.bbb.account","src/com/bbb/account/ActivateCouponMarshaller.java","3","85","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"39","com.bbb.account","src/com/bbb/account/ActivateCouponUnMarshaller.java","3","1","Comment is too large: Too many lines","Comments","CommentSize"
"40","com.bbb.account","src/com/bbb/account/ActivateCouponUnMarshaller.java","3","9","Comment is too large: Line too long","Comments","CommentSize"
"41","com.bbb.account","src/com/bbb/account/ActivateCouponUnMarshaller.java","5","44","Found 'DD'-anomaly for variable 'activateCpnResVO' (lines '44'-'51').","Controversial","DataflowAnomalyAnalysis"
"42","com.bbb.account","src/com/bbb/account/ActivateCouponUnMarshaller.java","3","48","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"43","com.bbb.account","src/com/bbb/account/ActivateCouponUnMarshaller.java","3","49","Avoid if (x != y) ..; else ..;","Design","ConfusingTernary"
"44","com.bbb.account","src/com/bbb/account/ActivateCouponUnMarshaller.java","3","50","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"45","com.bbb.account","src/com/bbb/account/ActivateCouponUnMarshaller.java","3","55","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"46","com.bbb.account","src/com/bbb/account/ActivateCouponUnMarshaller.java","3","74","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"47","com.bbb.account","src/com/bbb/account/ActivateCouponUnMarshaller.java","3","76","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"48","com.bbb.account","src/com/bbb/account/ForgetPasswordMarshaller.java","3","1","Comment is too large: Too many lines","Comments","CommentSize"
"49","com.bbb.account","src/com/bbb/account/ForgetPasswordMarshaller.java","3","9","Comment is too large: Line too long","Comments","CommentSize"
"50","com.bbb.account","src/com/bbb/account/ForgetPasswordMarshaller.java","3","37","Avoid excessively long variable names like pForgetPasswordReqVO","Naming","LongVariable"
"51","com.bbb.account","src/com/bbb/account/ForgetPasswordMarshaller.java","3","37","Parameter 'pForgetPasswordReqVO' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"52","com.bbb.account","src/com/bbb/account/ForgetPasswordMarshaller.java","3","43","Avoid excessively long variable names like forgetPasswordDocument","Naming","LongVariable"
"53","com.bbb.account","src/com/bbb/account/ForgetPasswordMarshaller.java","5","43","Found 'DD'-anomaly for variable 'forgetPasswordDocument' (lines '43'-'45').","Controversial","DataflowAnomalyAnalysis"
"54","com.bbb.account","src/com/bbb/account/ForgetPasswordMarshaller.java","3","45","Potential violation of Law of Demeter (static property access)","Coupling","LawOfDemeter"
"55","com.bbb.account","src/com/bbb/account/ForgetPasswordMarshaller.java","3","46","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"56","com.bbb.account","src/com/bbb/account/ForgetPasswordMarshaller.java","3","62","Parameter 'pReqVO' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"57","com.bbb.account","src/com/bbb/account/ForgetPasswordMarshaller.java","3","71","Local variable 'forgetPassword' could be declared final","Optimization","LocalVariableCouldBeFinal"
"58","com.bbb.account","src/com/bbb/account/ForgetPasswordMarshaller.java","3","71","Potential violation of Law of Demeter (static property access)","Coupling","LawOfDemeter"
"59","com.bbb.account","src/com/bbb/account/ForgetPasswordMarshaller.java","3","73","Local variable 'mapper' could be declared final","Optimization","LocalVariableCouldBeFinal"
"60","com.bbb.account","src/com/bbb/account/ForgetPasswordMarshaller.java","3","73","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"61","com.bbb.account","src/com/bbb/account/ForgetPasswordMarshaller.java","3","75","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"62","com.bbb.account","src/com/bbb/account/ForgetPasswordUnMarshaller.java","3","1","Comment is too large: Too many lines","Comments","CommentSize"
"63","com.bbb.account","src/com/bbb/account/ForgetPasswordUnMarshaller.java","3","9","Comment is too large: Line too long","Comments","CommentSize"
"64","com.bbb.account","src/com/bbb/account/ForgetPasswordUnMarshaller.java","3","37","Avoid excessively long variable names like pForgetPasswordResponseDocument","Naming","LongVariable"
"65","com.bbb.account","src/com/bbb/account/ForgetPasswordUnMarshaller.java","5","44","Found 'DD'-anomaly for variable 'forgetPassResVO' (lines '44'-'51').","Controversial","DataflowAnomalyAnalysis"
"66","com.bbb.account","src/com/bbb/account/ForgetPasswordUnMarshaller.java","3","48","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"67","com.bbb.account","src/com/bbb/account/ForgetPasswordUnMarshaller.java","3","49","Avoid if (x != y) ..; else ..;","Design","ConfusingTernary"
"68","com.bbb.account","src/com/bbb/account/ForgetPasswordUnMarshaller.java","3","50","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"69","com.bbb.account","src/com/bbb/account/ForgetPasswordUnMarshaller.java","3","55","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"70","com.bbb.account","src/com/bbb/account/ForgetPasswordUnMarshaller.java","3","72","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"71","com.bbb.account","src/com/bbb/account/ForgetPasswordUnMarshaller.java","3","74","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"72","com.bbb.account","src/com/bbb/account/GetAccountInfoMarshaller.java","3","1","Comment is too large: Too many lines","Comments","CommentSize"
"73","com.bbb.account","src/com/bbb/account/GetAccountInfoMarshaller.java","3","9","Comment is too large: Line too long","Comments","CommentSize"
"74","com.bbb.account","src/com/bbb/account/GetAccountInfoMarshaller.java","3","38","Parameter 'pReqVO' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"75","com.bbb.account","src/com/bbb/account/GetAccountInfoMarshaller.java","3","44","Avoid excessively long variable names like getAccountInfoDocument","Naming","LongVariable"
"76","com.bbb.account","src/com/bbb/account/GetAccountInfoMarshaller.java","5","44","Found 'DD'-anomaly for variable 'getAccountInfoDocument' (lines '44'-'46').","Controversial","DataflowAnomalyAnalysis"
"77","com.bbb.account","src/com/bbb/account/GetAccountInfoMarshaller.java","3","46","Potential violation of Law of Demeter (static property access)","Coupling","LawOfDemeter"
"78","com.bbb.account","src/com/bbb/account/GetAccountInfoMarshaller.java","3","47","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"79","com.bbb.account","src/com/bbb/account/GetAccountInfoMarshaller.java","3","62","Parameter 'pReqVO' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"80","com.bbb.account","src/com/bbb/account/GetAccountInfoMarshaller.java","3","68","Local variable 'getAccountInfo' could be declared final","Optimization","LocalVariableCouldBeFinal"
"81","com.bbb.account","src/com/bbb/account/GetAccountInfoMarshaller.java","3","68","Potential violation of Law of Demeter (static property access)","Coupling","LawOfDemeter"
"82","com.bbb.account","src/com/bbb/account/GetAccountInfoMarshaller.java","3","70","Local variable 'mapper' could be declared final","Optimization","LocalVariableCouldBeFinal"
"83","com.bbb.account","src/com/bbb/account/GetAccountInfoMarshaller.java","3","70","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"84","com.bbb.account","src/com/bbb/account/GetAccountInfoMarshaller.java","3","72","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"85","com.bbb.account","src/com/bbb/account/GetAccountInfoUnMarshaller.java","3","1","Comment is too large: Too many lines","Comments","CommentSize"
"86","com.bbb.account","src/com/bbb/account/GetAccountInfoUnMarshaller.java","3","9","Comment is too large: Line too long","Comments","CommentSize"
"87","com.bbb.account","src/com/bbb/account/GetAccountInfoUnMarshaller.java","5","46","Found 'DD'-anomaly for variable 'getAccInfoResVO' (lines '46'-'56').","Controversial","DataflowAnomalyAnalysis"
"88","com.bbb.account","src/com/bbb/account/GetAccountInfoUnMarshaller.java","3","50","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"89","com.bbb.account","src/com/bbb/account/GetAccountInfoUnMarshaller.java","3","52","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"90","com.bbb.account","src/com/bbb/account/GetAccountInfoUnMarshaller.java","3","55","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"91","com.bbb.account","src/com/bbb/account/GetAccountInfoUnMarshaller.java","3","75","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"92","com.bbb.account","src/com/bbb/account/GetAccountInfoUnMarshaller.java","3","77","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"93","com.bbb.account","src/com/bbb/account/GetCouponsServiceMarshaller.java","3","1","Comment is too large: Too many lines","Comments","CommentSize"
"94","com.bbb.account","src/com/bbb/account/GetCouponsServiceMarshaller.java","3","2","Comment is too large: Line too long","Comments","CommentSize"
"95","com.bbb.account","src/com/bbb/account/GetCouponsServiceMarshaller.java","3","11","Comment is too large: Line too long","Comments","CommentSize"
"96","com.bbb.account","src/com/bbb/account/GetCouponsServiceMarshaller.java","3","37","Comment is too large: Line too long","Comments","CommentSize"
"97","com.bbb.account","src/com/bbb/account/GetCouponsServiceMarshaller.java","3","38","Comment is too large: Line too long","Comments","CommentSize"
"98","com.bbb.account","src/com/bbb/account/GetCouponsServiceMarshaller.java","3","50","Comment is too large: Line too long","Comments","CommentSize"
"99","com.bbb.account","src/com/bbb/account/GetCouponsServiceMarshaller.java","3","52","Parameter 'pReqVo' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"100","com.bbb.account","src/com/bbb/account/GetCouponsServiceMarshaller.java","3","58","Avoid excessively long variable names like getCouponsDocument","Naming","LongVariable"
"101","com.bbb.account","src/com/bbb/account/GetCouponsServiceMarshaller.java","5","58","Found 'DD'-anomaly for variable 'getCouponsDocument' (lines '58'-'60').","Controversial","DataflowAnomalyAnalysis"
"102","com.bbb.account","src/com/bbb/account/GetCouponsServiceMarshaller.java","3","60","Potential violation of Law of Demeter (static property access)","Coupling","LawOfDemeter"
"103","com.bbb.account","src/com/bbb/account/GetCouponsServiceMarshaller.java","3","61","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"104","com.bbb.account","src/com/bbb/account/GetCouponsServiceMarshaller.java","3","67","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"105","com.bbb.account","src/com/bbb/account/GetCouponsServiceMarshaller.java","3","78","Parameter 'pReqVO' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"106","com.bbb.account","src/com/bbb/account/GetCouponsServiceMarshaller.java","3","83","Local variable 'getCoupons' could be declared final","Optimization","LocalVariableCouldBeFinal"
"107","com.bbb.account","src/com/bbb/account/GetCouponsServiceMarshaller.java","3","83","Potential violation of Law of Demeter (static property access)","Coupling","LawOfDemeter"
"108","com.bbb.account","src/com/bbb/account/GetCouponsServiceMarshaller.java","3","84","Local variable 'mapper' could be declared final","Optimization","LocalVariableCouldBeFinal"
"109","com.bbb.account","src/com/bbb/account/GetCouponsServiceMarshaller.java","3","84","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"110","com.bbb.account","src/com/bbb/account/GetCouponsServiceMarshaller.java","3","87","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"111","com.bbb.account","src/com/bbb/account/GetCouponsServiceUnMarshaller.java","3","1","Comment is too large: Too many lines","Comments","CommentSize"
"112","com.bbb.account","src/com/bbb/account/GetCouponsServiceUnMarshaller.java","3","2","Comment is too large: Line too long","Comments","CommentSize"
"113","com.bbb.account","src/com/bbb/account/GetCouponsServiceUnMarshaller.java","3","11","Comment is too large: Line too long","Comments","CommentSize"
"114","com.bbb.account","src/com/bbb/account/GetCouponsServiceUnMarshaller.java","5","49","Found 'DD'-anomaly for variable 'couponsResponseVo' (lines '49'-'57').","Controversial","DataflowAnomalyAnalysis"
"115","com.bbb.account","src/com/bbb/account/GetCouponsServiceUnMarshaller.java","5","49","Found 'DD'-anomaly for variable 'couponsResponseVo' (lines '49'-'60').","Controversial","DataflowAnomalyAnalysis"
"116","com.bbb.account","src/com/bbb/account/GetCouponsServiceUnMarshaller.java","3","53","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"117","com.bbb.account","src/com/bbb/account/GetCouponsServiceUnMarshaller.java","3","56","Avoid if (x != y) ..; else ..;","Design","ConfusingTernary"
"118","com.bbb.account","src/com/bbb/account/GetCouponsServiceUnMarshaller.java","3","56","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"119","com.bbb.account","src/com/bbb/account/GetCouponsServiceUnMarshaller.java","3","85","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"120","com.bbb.account","src/com/bbb/account/GetCouponsServiceUnMarshaller.java","3","88","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"121","com.bbb.account","src/com/bbb/account/GetCouponsServiceUnMarshaller.java","3","129","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"122","com.bbb.account","src/com/bbb/account/GetCouponsServiceUnMarshaller.java","3","132","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"123","com.bbb.account","src/com/bbb/account/GetOrderTrackingInfoServiceMarshaller.java","3","1","Comment is too large: Too many lines","Comments","CommentSize"
"124","com.bbb.account","src/com/bbb/account/GetOrderTrackingInfoServiceMarshaller.java","3","48","Parameter 'pRreqVO' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"125","com.bbb.account","src/com/bbb/account/GetOrderTrackingInfoServiceMarshaller.java","3","54","Avoid excessively long variable names like getOrderTrackingInfoDocument","Naming","LongVariable"
"126","com.bbb.account","src/com/bbb/account/GetOrderTrackingInfoServiceMarshaller.java","5","54","Found 'DD'-anomaly for variable 'getOrderTrackingInfoDocument' (lines '54'-'57').","Controversial","DataflowAnomalyAnalysis"
"127","com.bbb.account","src/com/bbb/account/GetOrderTrackingInfoServiceMarshaller.java","3","57","Potential violation of Law of Demeter (static property access)","Coupling","LawOfDemeter"
"128","com.bbb.account","src/com/bbb/account/GetOrderTrackingInfoServiceMarshaller.java","3","58","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"129","com.bbb.account","src/com/bbb/account/GetOrderTrackingInfoServiceMarshaller.java","3","74","Parameter 'pReqVO' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"130","com.bbb.account","src/com/bbb/account/GetOrderTrackingInfoServiceMarshaller.java","3","79","Avoid excessively long variable names like getOrderTrackingInfo","Naming","LongVariable"
"131","com.bbb.account","src/com/bbb/account/GetOrderTrackingInfoServiceMarshaller.java","3","79","Local variable 'getOrderTrackingInfo' could be declared final","Optimization","LocalVariableCouldBeFinal"
"132","com.bbb.account","src/com/bbb/account/GetOrderTrackingInfoServiceMarshaller.java","3","79","Potential violation of Law of Demeter (static property access)","Coupling","LawOfDemeter"
"133","com.bbb.account","src/com/bbb/account/GetOrderTrackingInfoServiceMarshaller.java","3","80","Local variable 'mapper' could be declared final","Optimization","LocalVariableCouldBeFinal"
"134","com.bbb.account","src/com/bbb/account/GetOrderTrackingInfoServiceMarshaller.java","3","80","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"135","com.bbb.account","src/com/bbb/account/GetOrderTrackingInfoServiceMarshaller.java","3","83","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"136","com.bbb.account","src/com/bbb/account/GetOrderTrackingInfoServiceUnMarshaller.java","3","1","Comment is too large: Too many lines","Comments","CommentSize"
"137","com.bbb.account","src/com/bbb/account/GetOrderTrackingInfoServiceUnMarshaller.java","3","9","Comment is too large: Line too long","Comments","CommentSize"
"138","com.bbb.account","src/com/bbb/account/GetOrderTrackingInfoServiceUnMarshaller.java","5","59","Found 'DD'-anomaly for variable 'orderTrackResVO' (lines '59'-'70').","Controversial","DataflowAnomalyAnalysis"
"139","com.bbb.account","src/com/bbb/account/GetOrderTrackingInfoServiceUnMarshaller.java","5","59","Found 'DD'-anomaly for variable 'orderTrackResVO' (lines '59'-'73').","Controversial","DataflowAnomalyAnalysis"
"140","com.bbb.account","src/com/bbb/account/GetOrderTrackingInfoServiceUnMarshaller.java","3","63","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"141","com.bbb.account","src/com/bbb/account/GetOrderTrackingInfoServiceUnMarshaller.java","3","69","Avoid if (x != y) ..; else ..;","Design","ConfusingTernary"
"142","com.bbb.account","src/com/bbb/account/GetOrderTrackingInfoServiceUnMarshaller.java","3","69","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"143","com.bbb.account","src/com/bbb/account/GetOrderTrackingInfoServiceUnMarshaller.java","3","96","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"144","com.bbb.account","src/com/bbb/account/GetOrderTrackingInfoServiceUnMarshaller.java","3","99","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"145","com.bbb.account","src/com/bbb/account/GetOrderTrackingInfoServiceUnMarshaller.java","3","139","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"146","com.bbb.account","src/com/bbb/account/GetOrderTrackingInfoServiceUnMarshaller.java","3","142","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"147","com.bbb.account","src/com/bbb/account/OrderDetailsMarshaller.java","3","35","Parameter 'reqVO' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"148","com.bbb.account","src/com/bbb/account/OrderDetailsMarshaller.java","3","39","Avoid excessively long variable names like getOrderDetailDocument","Naming","LongVariable"
"149","com.bbb.account","src/com/bbb/account/OrderDetailsMarshaller.java","5","39","Found 'DD'-anomaly for variable 'getOrderDetailDocument' (lines '39'-'41').","Controversial","DataflowAnomalyAnalysis"
"150","com.bbb.account","src/com/bbb/account/OrderDetailsMarshaller.java","3","41","Potential violation of Law of Demeter (static property access)","Coupling","LawOfDemeter"
"151","com.bbb.account","src/com/bbb/account/OrderDetailsMarshaller.java","3","43","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"152","com.bbb.account","src/com/bbb/account/OrderDetailsMarshaller.java","3","58","Parameter 'reqVO' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"153","com.bbb.account","src/com/bbb/account/OrderDetailsMarshaller.java","3","64","Local variable 'getOrderDetail' could be declared final","Optimization","LocalVariableCouldBeFinal"
"154","com.bbb.account","src/com/bbb/account/OrderDetailsMarshaller.java","3","64","Potential violation of Law of Demeter (static property access)","Coupling","LawOfDemeter"
"155","com.bbb.account","src/com/bbb/account/OrderDetailsMarshaller.java","3","66","Local variable 'mapper' could be declared final","Optimization","LocalVariableCouldBeFinal"
"156","com.bbb.account","src/com/bbb/account/OrderDetailsMarshaller.java","3","66","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"157","com.bbb.account","src/com/bbb/account/OrderDetailsMarshaller.java","3","68","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"158","com.bbb.account","src/com/bbb/account/OrderDetailsUnMarshaller.java","5","38","Found 'DD'-anomaly for variable 'orderDetailsResVO' (lines '38'-'48').","Controversial","DataflowAnomalyAnalysis"
"159","com.bbb.account","src/com/bbb/account/OrderDetailsUnMarshaller.java","3","40","Avoid excessively long variable names like orderDetailsResDoc","Naming","LongVariable"
"160","com.bbb.account","src/com/bbb/account/OrderDetailsUnMarshaller.java","3","41","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"161","com.bbb.account","src/com/bbb/account/OrderDetailsUnMarshaller.java","3","44","Avoid if (x != y) ..; else ..;","Design","ConfusingTernary"
"162","com.bbb.account","src/com/bbb/account/OrderDetailsUnMarshaller.java","3","45","Avoid excessively long variable names like orderDetailInfoReturn","Naming","LongVariable"
"163","com.bbb.account","src/com/bbb/account/OrderDetailsUnMarshaller.java","3","45","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"164","com.bbb.account","src/com/bbb/account/OrderDetailsUnMarshaller.java","3","52","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"165","com.bbb.account","src/com/bbb/account/OrderDetailsUnMarshaller.java","3","61","Avoid excessively long variable names like porderDetailInfoReturn","Naming","LongVariable"
"166","com.bbb.account","src/com/bbb/account/OrderDetailsUnMarshaller.java","3","67","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"167","com.bbb.account","src/com/bbb/account/OrderDetailsUnMarshaller.java","3","69","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"168","com.bbb.account","src/com/bbb/account/OrderHistoryMarshaller.java","3","27","Comment is too large: Too many lines","Comments","CommentSize"
"169","com.bbb.account","src/com/bbb/account/OrderHistoryMarshaller.java","3","47","Parameter 'reqVO' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"170","com.bbb.account","src/com/bbb/account/OrderHistoryMarshaller.java","3","51","Avoid excessively long variable names like getOrderHistoryDocument","Naming","LongVariable"
"171","com.bbb.account","src/com/bbb/account/OrderHistoryMarshaller.java","5","51","Found 'DD'-anomaly for variable 'getOrderHistoryDocument' (lines '51'-'53').","Controversial","DataflowAnomalyAnalysis"
"172","com.bbb.account","src/com/bbb/account/OrderHistoryMarshaller.java","3","53","Potential violation of Law of Demeter (static property access)","Coupling","LawOfDemeter"
"173","com.bbb.account","src/com/bbb/account/OrderHistoryMarshaller.java","3","55","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"174","com.bbb.account","src/com/bbb/account/OrderHistoryMarshaller.java","3","70","Parameter 'reqVO' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"175","com.bbb.account","src/com/bbb/account/OrderHistoryMarshaller.java","3","76","Local variable 'getOrderHistory' could be declared final","Optimization","LocalVariableCouldBeFinal"
