"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"75","com.bbb.deployment","src/com/bbb/deployment/BBBDeploymentListener.java","5","281","Found 'DU'-anomaly for variable 'isEndecaSuccessFlag' (lines '281'-'324').","Controversial","DataflowAnomalyAnalysis"
"76","com.bbb.deployment","src/com/bbb/deployment/BBBDeploymentListener.java","5","288","Found 'DD'-anomaly for variable 'isSuccess' (lines '288'-'297').","Controversial","DataflowAnomalyAnalysis"
"77","com.bbb.deployment","src/com/bbb/deployment/BBBDeploymentListener.java","5","288","Found 'DD'-anomaly for variable 'isSuccess' (lines '288'-'311').","Controversial","DataflowAnomalyAnalysis"
"78","com.bbb.deployment","src/com/bbb/deployment/BBBDeploymentListener.java","3","293","Avoid if (x != y) ..; else ..;","Design","ConfusingTernary"
"79","com.bbb.deployment","src/com/bbb/deployment/BBBDeploymentListener.java","3","315","An empty statement (semicolon) not part of a loop","Empty Code","EmptyStatementNotInLoop"
"80","com.bbb.deployment","src/com/bbb/deployment/BBBDeploymentListener.java","3","315","An empty statement (semicolon) not part of a loop","Empty Code","EmptyStatementNotInLoop"
"81","com.bbb.deployment","src/com/bbb/deployment/BBBDeploymentListener.java","3","326","Parameter 'event' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"82","com.bbb.deployment","src/com/bbb/deployment/BBBDeploymentListener.java","3","326","Parameter 'targetServer' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"83","com.bbb.deployment","src/com/bbb/deployment/BBBDeploymentListener.java","3","328","Avoid unnecessary if..then..else statements when returning booleans","Design","SimplifyBooleanReturns"
"84","com.bbb.deployment","src/com/bbb/deployment/BBBDeploymentListener.java","3","330","A method should have only one exit point, and that should be the last statement in the method","Controversial","OnlyOneReturn"
"85","com.bbb.deployment","src/com/bbb/deployment/BBBDeploymentListener.java","3","344","Parameter 'pDeploymentId' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"86","com.bbb.deployment","src/com/bbb/deployment/BBBDeploymentListener.java","3","344","The method 'doEndecaTask' has a Cyclomatic Complexity of 16.","Code Size","CyclomaticComplexity"
"87","com.bbb.deployment","src/com/bbb/deployment/BBBDeploymentListener.java","3","344","The method doEndecaTask() has an NPath complexity of 320","Code Size","NPathComplexity"
"88","com.bbb.deployment","src/com/bbb/deployment/BBBDeploymentListener.java","3","350","Local variable 'startTime' could be declared final","Optimization","LocalVariableCouldBeFinal"
"89","com.bbb.deployment","src/com/bbb/deployment/BBBDeploymentListener.java","5","351","Found 'DD'-anomaly for variable 'taskDone' (lines '351'-'369').","Controversial","DataflowAnomalyAnalysis"
"90","com.bbb.deployment","src/com/bbb/deployment/BBBDeploymentListener.java","5","351","Found 'DD'-anomaly for variable 'taskDone' (lines '351'-'379').","Controversial","DataflowAnomalyAnalysis"
"91","com.bbb.deployment","src/com/bbb/deployment/BBBDeploymentListener.java","5","351","Found 'DU'-anomaly for variable 'taskDone' (lines '351'-'409').","Controversial","DataflowAnomalyAnalysis"
"92","com.bbb.deployment","src/com/bbb/deployment/BBBDeploymentListener.java","5","352","Found 'DD'-anomaly for variable 'taskNotDone' (lines '352'-'368').","Controversial","DataflowAnomalyAnalysis"
"93","com.bbb.deployment","src/com/bbb/deployment/BBBDeploymentListener.java","5","352","Found 'DD'-anomaly for variable 'taskNotDone' (lines '352'-'378').","Controversial","DataflowAnomalyAnalysis"
"94","com.bbb.deployment","src/com/bbb/deployment/BBBDeploymentListener.java","5","352","Found 'DU'-anomaly for variable 'taskNotDone' (lines '352'-'409').","Controversial","DataflowAnomalyAnalysis"
"95","com.bbb.deployment","src/com/bbb/deployment/BBBDeploymentListener.java","5","353","Found 'DD'-anomaly for variable 'isTimeOut' (lines '353'-'363').","Controversial","DataflowAnomalyAnalysis"
"96","com.bbb.deployment","src/com/bbb/deployment/BBBDeploymentListener.java","3","354","Local variable 'dataSource' could be declared final","Optimization","LocalVariableCouldBeFinal"
"97","com.bbb.deployment","src/com/bbb/deployment/BBBDeploymentListener.java","3","354","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"98","com.bbb.deployment","src/com/bbb/deployment/BBBDeploymentListener.java","3","355","Local variable 'status' could be declared final","Optimization","LocalVariableCouldBeFinal"
"99","com.bbb.deployment","src/com/bbb/deployment/BBBDeploymentListener.java","5","363","Found 'DD'-anomaly for variable 'isTimeOut' (lines '363'-'363').","Controversial","DataflowAnomalyAnalysis"
"100","com.bbb.deployment","src/com/bbb/deployment/BBBDeploymentListener.java","5","369","Found 'DD'-anomaly for variable 'taskDone' (lines '369'-'369').","Controversial","DataflowAnomalyAnalysis"
"101","com.bbb.deployment","src/com/bbb/deployment/BBBDeploymentListener.java","5","369","Found 'DD'-anomaly for variable 'taskDone' (lines '369'-'379').","Controversial","DataflowAnomalyAnalysis"
"102","com.bbb.deployment","src/com/bbb/deployment/BBBDeploymentListener.java","5","369","Found 'DU'-anomaly for variable 'taskDone' (lines '369'-'409').","Controversial","DataflowAnomalyAnalysis"
"103","com.bbb.deployment","src/com/bbb/deployment/BBBDeploymentListener.java","5","379","Found 'DD'-anomaly for variable 'taskDone' (lines '379'-'369').","Controversial","DataflowAnomalyAnalysis"
"104","com.bbb.deployment","src/com/bbb/deployment/BBBDeploymentListener.java","5","379","Found 'DD'-anomaly for variable 'taskDone' (lines '379'-'379').","Controversial","DataflowAnomalyAnalysis"
"105","com.bbb.deployment","src/com/bbb/deployment/BBBDeploymentListener.java","5","379","Found 'DU'-anomaly for variable 'taskDone' (lines '379'-'409').","Controversial","DataflowAnomalyAnalysis"
"106","com.bbb.deployment","src/com/bbb/deployment/BBBDeploymentListener.java","3","396","A method should have only one exit point, and that should be the last statement in the method","Controversial","OnlyOneReturn"
"107","com.bbb.deployment","src/com/bbb/deployment/BBBDeploymentListener.java","3","417","Avoid excessively long variable names like checkStatusInBothDC","Naming","LongVariable"
"108","com.bbb.deployment","src/com/bbb/deployment/BBBDeploymentListener.java","3","417","Parameter 'checkStatusInBothDC' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"109","com.bbb.deployment","src/com/bbb/deployment/BBBDeploymentListener.java","3","417","Parameter 'pDeploymentId' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"110","com.bbb.deployment","src/com/bbb/deployment/BBBDeploymentListener.java","3","417","Parameter 'status' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"111","com.bbb.deployment","src/com/bbb/deployment/BBBDeploymentListener.java","5","422","Found 'DD'-anomaly for variable 'flag' (lines '422'-'426').","Controversial","DataflowAnomalyAnalysis"
"112","com.bbb.deployment","src/com/bbb/deployment/BBBDeploymentListener.java","3","425","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"113","com.bbb.deployment","src/com/bbb/deployment/BBBDeploymentListener.java","3","426","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"114","com.bbb.deployment","src/com/bbb/deployment/BBBDeploymentListener.java","3","454","Parameter 'pDeploymentId' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"115","com.bbb.deployment","src/com/bbb/deployment/BBBDeploymentListener.java","5","459","Found 'DD'-anomaly for variable 'DCStatusMap' (lines '459'-'463').","Controversial","DataflowAnomalyAnalysis"
"116","com.bbb.deployment","src/com/bbb/deployment/BBBDeploymentListener.java","1","459","Variables should start with a lowercase character, 'DCStatusMap' starts with uppercase character.","Naming","VariableNamingConventions"
"117","com.bbb.deployment","src/com/bbb/deployment/BBBDeploymentListener.java","3","462","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"118","com.bbb.deployment","src/com/bbb/deployment/BBBDeploymentListener.java","3","463","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"119","com.bbb.deployment","src/com/bbb/deployment/BBBDeploymentListener.java","3","492","Parameter 'pDeploymentId' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"120","com.bbb.deployment","src/com/bbb/deployment/BBBDeploymentListener.java","3","492","Parameter 'pPimStatus' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"121","com.bbb.deployment","src/com/bbb/deployment/BBBDeploymentListener.java","3","492","Parameter 'status' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"122","com.bbb.deployment","src/com/bbb/deployment/BBBDeploymentListener.java","3","501","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"123","com.bbb.deployment","src/com/bbb/deployment/BBBDeploymentListener.java","3","505","A method should have only one exit point, and that should be the last statement in the method","Controversial","OnlyOneReturn"
"124","com.bbb.deployment","src/com/bbb/deployment/BBBDeploymentListener.java","3","505","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"125","com.bbb.deployment","src/com/bbb/deployment/BBBDeploymentListener.java","3","542","A method should have only one exit point, and that should be the last statement in the method","Controversial","OnlyOneReturn"
"126","com.bbb.deployment","src/com/bbb/deployment/BBBDeploymentListener.java","3","542","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"127","com.bbb.deployment","src/com/bbb/deployment/BBBDeploymentListener.java","3","563","Parameter 'pProjectIDs' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"128","com.bbb.deployment","src/com/bbb/deployment/BBBDeploymentListener.java","3","563","Parameter 'target' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"129","com.bbb.deployment","src/com/bbb/deployment/BBBDeploymentListener.java","3","563","The method 'isIndexingRequiredForPreview' has a Cyclomatic Complexity of 12.","Code Size","CyclomaticComplexity"
"130","com.bbb.deployment","src/com/bbb/deployment/BBBDeploymentListener.java","5","570","Found 'DU'-anomaly for variable 'home' (lines '570'-'602').","Controversial","DataflowAnomalyAnalysis"
"131","com.bbb.deployment","src/com/bbb/deployment/BBBDeploymentListener.java","3","570","Local variable 'home' could be declared final","Optimization","LocalVariableCouldBeFinal"
"132","com.bbb.deployment","src/com/bbb/deployment/BBBDeploymentListener.java","3","570","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"133","com.bbb.deployment","src/com/bbb/deployment/BBBDeploymentListener.java","3","575","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"134","com.bbb.deployment","src/com/bbb/deployment/BBBDeploymentListener.java","3","575","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"135","com.bbb.deployment","src/com/bbb/deployment/BBBDeploymentListener.java","3","577","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"136","com.bbb.deployment","src/com/bbb/deployment/BBBDeploymentListener.java","3","577","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"137","com.bbb.deployment","src/com/bbb/deployment/BBBDeploymentListener.java","3","577","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"138","com.bbb.deployment","src/com/bbb/deployment/BBBDeploymentListener.java","3","577","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"139","com.bbb.deployment","src/com/bbb/deployment/BBBDeploymentListener.java","4","577","Useless parentheses.","Unnecessary","UselessParentheses"
"140","com.bbb.deployment","src/com/bbb/deployment/BBBDeploymentListener.java","4","577","Useless parentheses.","Unnecessary","UselessParentheses"
"141","com.bbb.deployment","src/com/bbb/deployment/BBBDeploymentListener.java","3","579","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"142","com.bbb.deployment","src/com/bbb/deployment/BBBDeploymentListener.java","3","582","A method should have only one exit point, and that should be the last statement in the method","Controversial","OnlyOneReturn"
"143","com.bbb.deployment","src/com/bbb/deployment/BBBDeploymentListener.java","5","610","Found 'UR'-anomaly for variable 'repositoryName' (lines '610'-'616').","Controversial","DataflowAnomalyAnalysis"
"144","com.bbb.deployment","src/com/bbb/deployment/BBBDeploymentListener.java","3","610","Parameter 'pRepositoryNames' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"145","com.bbb.deployment","src/com/bbb/deployment/BBBDeploymentListener.java","5","611","Found 'DD'-anomaly for variable 'isRepoEligible' (lines '611'-'616').","Controversial","DataflowAnomalyAnalysis"
"146","com.bbb.deployment","src/com/bbb/deployment/BBBDeploymentListener.java","3","615","Local variable 'repositoryName' could be declared final","Optimization","LocalVariableCouldBeFinal"
"147","com.bbb.deployment","src/com/bbb/deployment/BBBDeploymentManager.java","3","1","Possible God class (WMC=71, ATFD=17, TCC=0.05627705627705628)","Design","GodClass"
"148","com.bbb.deployment","src/com/bbb/deployment/BBBDeploymentManager.java","4","22","Avoid unused imports such as 'com.bbb.exception.BBBBusinessException'","Import Statements","UnusedImports"
"149","com.bbb.deployment","src/com/bbb/deployment/BBBDeploymentManager.java","4","23","Avoid unused imports such as 'com.bbb.exception.BBBSystemException'","Import Statements","UnusedImports"
"150","com.bbb.deployment","src/com/bbb/deployment/BBBDeploymentManager.java","4","25","Avoid unused imports such as 'com.bbb.logging.LogMessageFormatter'","Import Statements","UnusedImports"
"151","com.bbb.deployment","src/com/bbb/deployment/BBBDeploymentManager.java","3","36","The class 'BBBDeploymentManager' has a Cyclomatic Complexity of 3 (Highest = 17).","Code Size","CyclomaticComplexity"
"152","com.bbb.deployment","src/com/bbb/deployment/BBBDeploymentManager.java","3","38","Avoid excessively long variable names like endecaEligibleRepoList","Naming","LongVariable"
"153","com.bbb.deployment","src/com/bbb/deployment/BBBDeploymentManager.java","3","39","Avoid excessively long variable names like endecaIndexingRequired","Naming","LongVariable"
"154","com.bbb.deployment","src/com/bbb/deployment/BBBDeploymentManager.java","3","42","Avoid excessively long variable names like mEndicaDeploymentData","Naming","LongVariable"
"155","com.bbb.deployment","src/com/bbb/deployment/BBBDeploymentManager.java","3","42","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBeans","BeanMembersShouldSerialize"
"156","com.bbb.deployment","src/com/bbb/deployment/BBBDeploymentManager.java","3","42","If you run in Java5 or newer and have concurrent access, you should use the ConcurrentHashMap implementation","Controversial","UseConcurrentHashMap"
"157","com.bbb.deployment","src/com/bbb/deployment/BBBDeploymentManager.java","3","43","If you run in Java5 or newer and have concurrent access, you should use the ConcurrentHashMap implementation","Controversial","UseConcurrentHashMap"
"158","com.bbb.deployment","src/com/bbb/deployment/BBBDeploymentManager.java","3","46","If you run in Java5 or newer and have concurrent access, you should use the ConcurrentHashMap implementation","Controversial","UseConcurrentHashMap"
"159","com.bbb.deployment","src/com/bbb/deployment/BBBDeploymentManager.java","3","53","Parameter 'endecaSuccessFlag' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"160","com.bbb.deployment","src/com/bbb/deployment/BBBDeploymentManager.java","3","61","Parameter 'pimFeedTool' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"161","com.bbb.deployment","src/com/bbb/deployment/BBBDeploymentManager.java","3","76","Parameter 'deployIdToDSMap' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"162","com.bbb.deployment","src/com/bbb/deployment/BBBDeploymentManager.java","3","91","Avoid excessively long variable names like endecaIndexingRequired","Naming","LongVariable"
