"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"32","com.bbb.email.formhandler","src/com/bbb/email/formhandler/TestEmailFormHandler.java","3","127","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"33","com.bbb.integration","src/com/bbb/integration/TestQAS.java","3","12","All methods are static.  Consider using Singleton instead.  Alternatively, you could add a private constructor or make the class abstract to silence this warning.","Design","UseSingleton"
"34","com.bbb.integration","src/com/bbb/integration/TestQAS.java","3","13","Parameter 'args' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"35","com.bbb.integration","src/com/bbb/integration/TestQAS.java","3","14","Avoid variables with short names like s","Naming","ShortVariable"
"36","com.bbb.integration","src/com/bbb/integration/TestQAS.java","3","14","Local variable 's' could be declared final","Optimization","LocalVariableCouldBeFinal"
"37","com.bbb.integration","src/com/bbb/integration/TestQAS.java","3","15","Avoid variables with short names like s1","Naming","ShortVariable"
"38","com.bbb.integration","src/com/bbb/integration/TestQAS.java","3","15","Local variable 's1' could be declared final","Optimization","LocalVariableCouldBeFinal"
"39","com.bbb.integration","src/com/bbb/integration/TestQAS.java","3","16","Avoid variables with short names like s2","Naming","ShortVariable"
"40","com.bbb.integration","src/com/bbb/integration/TestQAS.java","3","16","Local variable 's2' could be declared final","Optimization","LocalVariableCouldBeFinal"
"41","com.bbb.integration","src/com/bbb/integration/TestQAS.java","3","17","Avoid excessively long variable names like qasaddressverification","Naming","LongVariable"
"42","com.bbb.integration","src/com/bbb/integration/TestQAS.java","3","17","Local variable 'qasaddressverification' could be declared final","Optimization","LocalVariableCouldBeFinal"
"43","com.bbb.integration","src/com/bbb/integration/TestQAS.java","3","24","Local variable 'req' could be declared final","Optimization","LocalVariableCouldBeFinal"
"44","test","src/test/TestQASFormHandler.java","3","19","Parameter 'address' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"45","test","src/test/TestQASFormHandler.java","3","23","Parameter 'pRequest' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"46","test","src/test/TestQASFormHandler.java","3","24","Parameter 'pResponse' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
