"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"23","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","88","Avoid using if statements without curly braces","Braces","IfStmtsMustUseBraces"
"24","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","88","Avoid using if statements without curly braces","Braces","IfStmtsMustUseBraces"
"25","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","89","A method should have only one exit point, and that should be the last statement in the method","Controversial","OnlyOneReturn"
"26","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","5","90","Found 'DU'-anomaly for variable 'arrayOfTaxStatus' (lines '90'-'115').","Controversial","DataflowAnomalyAnalysis"
"27","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","94","A method should have only one exit point, and that should be the last statement in the method","Controversial","OnlyOneReturn"
"28","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","97","Avoid excessively long variable names like localCyberSourceException","Naming","LongVariable"
"29","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","99","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"30","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","100","A method should have only one exit point, and that should be the last statement in the method","Controversial","OnlyOneReturn"
"31","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","100","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"32","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","100","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"33","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","104","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"34","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","105","A method should have only one exit point, and that should be the last statement in the method","Controversial","OnlyOneReturn"
"35","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","107","Avoid catching generic exceptions such as NullPointerException, RuntimeException, Exception in try-catch block","Strict Exceptions","AvoidCatchingGenericException"
"36","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","110","A method should have only one exit point, and that should be the last statement in the method","Controversial","OnlyOneReturn"
"37","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","110","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"38","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","113","Comment is too large: Line too long","Comments","CommentSize"
"39","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","118","A method/constructor shouldnt explicitly throw java.lang.Exception","Strict Exceptions","SignatureDeclareThrowsException"
"40","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","118","Avoid variables with short names like i","Naming","ShortVariable"
"41","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","5","118","Found 'UR'-anomaly for variable 'item' (lines '118'-'167').","Controversial","DataflowAnomalyAnalysis"
"42","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","118","Parameter 'i' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"43","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","118","Parameter 'list' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"44","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","118","Parameter 'taxrequestinfo' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"45","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","118","The method 'calculate' has a Cyclomatic Complexity of 14.","Code Size","CyclomaticComplexity"
"46","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","118","The method calculate() has an NPath complexity of 720","Code Size","NPathComplexity"
"47","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","127","Comment is too large: Line too long","Comments","CommentSize"
"48","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","128","Comment is too large: Line too long","Comments","CommentSize"
"49","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","131","Local variable 'cybersourceTagOn' could be declared final","Optimization","LocalVariableCouldBeFinal"
"50","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","131","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"51","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","131","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"52","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","131","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"53","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","132","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"54","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","137","Local variable 'taxStatus' could be declared final","Optimization","LocalVariableCouldBeFinal"
"55","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","139","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"56","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","140","A method should have only one exit point, and that should be the last statement in the method","Controversial","OnlyOneReturn"
"57","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","143","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"58","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","148","A method should have only one exit point, and that should be the last statement in the method","Controversial","OnlyOneReturn"
"59","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","151","Local variable 'stateId' could be declared final","Optimization","LocalVariableCouldBeFinal"
"60","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","151","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"61","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","151","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"62","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","152","Local variable 'siteId' could be declared final","Optimization","LocalVariableCouldBeFinal"
"63","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","154","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"64","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","160","A method should have only one exit point, and that should be the last statement in the method","Controversial","OnlyOneReturn"
"65","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","163","Potential violation of Law of Demeter (static property access)","Coupling","LawOfDemeter"
"66","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","164","Local variable 'taxableItems' could be declared final","Optimization","LocalVariableCouldBeFinal"
"67","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","164","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"68","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","166","Local variable 'item' could be declared final","Optimization","LocalVariableCouldBeFinal"
"69","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","5","167","Found 'DD'-anomaly for variable 'taxableItem' (lines '167'-'167').","Controversial","DataflowAnomalyAnalysis"
"70","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","5","167","Found 'DU'-anomaly for variable 'taxableItem' (lines '167'-'188').","Controversial","DataflowAnomalyAnalysis"
"71","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","167","Local variable 'taxableItem' could be declared final","Optimization","LocalVariableCouldBeFinal"
"72","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","168","Local variable 'isGCItem' could be declared final","Optimization","LocalVariableCouldBeFinal"
"73","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","168","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"74","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","168","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"75","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","170","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"76","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","176","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"77","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","176","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"78","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","176","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"79","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","5","179","Found 'DD'-anomaly for variable 'taxStatus' (lines '179'-'181').","Controversial","DataflowAnomalyAnalysis"
"80","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","185","Comment is too large: Line too long","Comments","CommentSize"
"81","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","190","Avoid excessively long variable names like paramRequestMessage","Naming","LongVariable"
"82","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","190","Parameter 'paramRequestMessage' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"83","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","191","A method/constructor shouldnt explicitly throw java.lang.Exception","Strict Exceptions","SignatureDeclareThrowsException"
"84","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","191","Avoid variables with short names like i","Naming","ShortVariable"
"85","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","191","Parameter 'i' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"86","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","191","Parameter 'taxrequestinfo' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"87","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","5","192","Found 'DU'-anomaly for variable 'stateId' (lines '192'-'197').","Controversial","DataflowAnomalyAnalysis"
"88","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","192","Local variable 'stateId' could be declared final","Optimization","LocalVariableCouldBeFinal"
"89","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","192","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"90","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","192","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"91","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","193","Potential violation of Law of Demeter (static property access)","Coupling","LawOfDemeter"
"92","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","194","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"93","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","199","Parameter 'stateId' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"94","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","5","200","Found 'DD'-anomaly for variable 'result' (lines '200'-'206').","Controversial","DataflowAnomalyAnalysis"
"95","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","5","203","Found 'DD'-anomaly for variable 'configValues' (lines '203'-'204').","Controversial","DataflowAnomalyAnalysis"
"96","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","204","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"97","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","205","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"98","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","205","Substitute calls to size() == 0 (or size() != 0) with calls to isEmpty()","Design","UseCollectionIsEmpty"
"99","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","206","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"100","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","209","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"101","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","223","Comment is too large: Line too long","Comments","CommentSize"
"102","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","2","229","Avoid reassigning parameters such as 'taxStatuses'","Design","AvoidReassigningParameters"
"103","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","229","Parameter 'taxRequestInfo' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"104","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","229","The method 'handleTaxError' has a Cyclomatic Complexity of 14.","Code Size","CyclomaticComplexity"
"105","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","5","230","Found 'DD'-anomaly for variable 'reasonCode' (lines '230'-'257').","Controversial","DataflowAnomalyAnalysis"
"106","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","5","230","Found 'DU'-anomaly for variable 'reasonCode' (lines '230'-'270').","Controversial","DataflowAnomalyAnalysis"
"107","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","5","231","Found 'DD'-anomaly for variable 'errorFlag' (lines '231'-'240').","Controversial","DataflowAnomalyAnalysis"
"108","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","5","231","Found 'DU'-anomaly for variable 'errorFlag' (lines '231'-'270').","Controversial","DataflowAnomalyAnalysis"
"109","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","232","Avoid excessively long variable names like specialInstructions","Naming","LongVariable"
"110","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","5","232","Found 'DU'-anomaly for variable 'specialInstructions' (lines '232'-'270').","Controversial","DataflowAnomalyAnalysis"
"111","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","232","Local variable 'specialInstructions' could be declared final","Optimization","LocalVariableCouldBeFinal"
"112","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","232","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"113","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","233","Avoid excessively long variable names like shippingDestinations","Naming","LongVariable"
"114","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","5","233","Found 'DU'-anomaly for variable 'shippingDestinations' (lines '233'-'270').","Controversial","DataflowAnomalyAnalysis"
"115","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","233","Local variable 'shippingDestinations' could be declared final","Optimization","LocalVariableCouldBeFinal"
"116","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","236","Local variable 'taxStatus' could be declared final","Optimization","LocalVariableCouldBeFinal"
"117","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","238","Avoid unnecessary comparisons in boolean expressions","Design","SimplifyBooleanExpressions"
"118","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","238","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"119","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","238","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"120","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","5","240","Found 'DU'-anomaly for variable 'errorFlag' (lines '240'-'270').","Controversial","DataflowAnomalyAnalysis"
"121","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","242","Comment is too large: Line too long","Comments","CommentSize"
"122","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","243","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"123","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","243","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"124","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","243","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"125","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","244","Avoid excessively long variable names like cyberSourceStatuses","Naming","LongVariable"
"126","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","5","244","Found 'DD'-anomaly for variable 'cyberSourceStatuses' (lines '244'-'246').","Controversial","DataflowAnomalyAnalysis"
"127","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","5","246","Found 'DD'-anomaly for variable 'cyberSourceStatuses' (lines '246'-'246').","Controversial","DataflowAnomalyAnalysis"
"128","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","5","254","Found 'DD'-anomaly for variable 'reply' (lines '254'-'256').","Controversial","DataflowAnomalyAnalysis"
"129","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","5","254","Found 'DU'-anomaly for variable 'reply' (lines '254'-'270').","Controversial","DataflowAnomalyAnalysis"
"130","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","256","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"131","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","256","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"132","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","257","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"133","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","257","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"134","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","260","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"135","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","263","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"136","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","263","Potential violation of Law of Demeter (static property access)","Coupling","LawOfDemeter"
"137","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","2","272","Avoid reassigning parameters such as 'i'","Design","AvoidReassigningParameters"
"138","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","2","272","Avoid reassigning parameters such as 'i'","Design","AvoidReassigningParameters"
"139","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","272","Avoid variables with short names like i","Naming","ShortVariable"
"140","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","272","Parameter 'taxrequestinfo' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"141","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","5","278","Found 'DD'-anomaly for variable 'taxReplyItem' (lines '278'-'292').","Controversial","DataflowAnomalyAnalysis"
"142","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","5","278","Found 'DU'-anomaly for variable 'taxReplyItem' (lines '278'-'311').","Controversial","DataflowAnomalyAnalysis"
"143","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","279","Local variable 'itemsCount' could be declared final","Optimization","LocalVariableCouldBeFinal"
"144","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","279","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"145","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","279","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"146","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","5","280","Found 'DD'-anomaly for variable 'taxReplyItems' (lines '280'-'299').","Controversial","DataflowAnomalyAnalysis"
