"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"14","atg.rest.processor","src/atg/rest/processor/BBBRestSecurityProcessor.java","3","85","Parameter 'pRepositoryURI' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"15","atg.rest.processor","src/atg/rest/processor/BBBRestSecurityProcessor.java","3","85","Parameter 'pResponse' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"16","atg.rest.processor","src/atg/rest/processor/BBBRestSecurityProcessor.java","3","85","The method 'checkPersona' has a Cyclomatic Complexity of 17.","Code Size","CyclomaticComplexity"
"17","atg.rest.processor","src/atg/rest/processor/BBBRestSecurityProcessor.java","3","85","The method checkPersona() has an NPath complexity of 456","Code Size","NPathComplexity"
"18","atg.rest.processor","src/atg/rest/processor/BBBRestSecurityProcessor.java","3","90","Avoid declaring a variable if it is unreferenced before a possible exit point.","Optimization","PrematureDeclaration"
"19","atg.rest.processor","src/atg/rest/processor/BBBRestSecurityProcessor.java","5","90","Found 'DD'-anomaly for variable 'container' (lines '90'-'96').","Controversial","DataflowAnomalyAnalysis"
"20","atg.rest.processor","src/atg/rest/processor/BBBRestSecurityProcessor.java","5","90","Found 'DU'-anomaly for variable 'container' (lines '90'-'152').","Controversial","DataflowAnomalyAnalysis"
"21","atg.rest.processor","src/atg/rest/processor/BBBRestSecurityProcessor.java","3","91","Avoid declaring a variable if it is unreferenced before a possible exit point.","Optimization","PrematureDeclaration"
"22","atg.rest.processor","src/atg/rest/processor/BBBRestSecurityProcessor.java","5","91","Found 'DD'-anomaly for variable 'csc' (lines '91'-'97').","Controversial","DataflowAnomalyAnalysis"
"23","atg.rest.processor","src/atg/rest/processor/BBBRestSecurityProcessor.java","5","91","Found 'DU'-anomaly for variable 'csc' (lines '91'-'152').","Controversial","DataflowAnomalyAnalysis"
"24","atg.rest.processor","src/atg/rest/processor/BBBRestSecurityProcessor.java","3","97","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"25","atg.rest.processor","src/atg/rest/processor/BBBRestSecurityProcessor.java","3","104","Local variable 'accList' could be declared final","Optimization","LocalVariableCouldBeFinal"
"26","atg.rest.processor","src/atg/rest/processor/BBBRestSecurityProcessor.java","3","104","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"27","atg.rest.processor","src/atg/rest/processor/BBBRestSecurityProcessor.java","3","104","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"28","atg.rest.processor","src/atg/rest/processor/BBBRestSecurityProcessor.java","3","104","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"29","atg.rest.processor","src/atg/rest/processor/BBBRestSecurityProcessor.java","3","107","Local variable 'acl' could be declared final","Optimization","LocalVariableCouldBeFinal"
"30","atg.rest.processor","src/atg/rest/processor/BBBRestSecurityProcessor.java","3","107","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"31","atg.rest.processor","src/atg/rest/processor/BBBRestSecurityProcessor.java","3","108","Deeply nested if..then statements are hard to read","Design","AvoidDeeplyNestedIfStmts"
"32","atg.rest.processor","src/atg/rest/processor/BBBRestSecurityProcessor.java","5","109","Found 'DD'-anomaly for variable 'check' (lines '109'-'133').","Controversial","DataflowAnomalyAnalysis"
"33","atg.rest.processor","src/atg/rest/processor/BBBRestSecurityProcessor.java","5","109","Found 'DU'-anomaly for variable 'check' (lines '109'-'152').","Controversial","DataflowAnomalyAnalysis"
"34","atg.rest.processor","src/atg/rest/processor/BBBRestSecurityProcessor.java","3","110","Avoid excessively long variable names like accessControlEntry","Naming","LongVariable"
"35","atg.rest.processor","src/atg/rest/processor/BBBRestSecurityProcessor.java","3","110","Local variable 'accessControlEntry' could be declared final","Optimization","LocalVariableCouldBeFinal"
"36","atg.rest.processor","src/atg/rest/processor/BBBRestSecurityProcessor.java","3","111","Local variable 'per' could be declared final","Optimization","LocalVariableCouldBeFinal"
"37","atg.rest.processor","src/atg/rest/processor/BBBRestSecurityProcessor.java","3","111","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"38","atg.rest.processor","src/atg/rest/processor/BBBRestSecurityProcessor.java","3","112","Local variable 'perlist' could be declared final","Optimization","LocalVariableCouldBeFinal"
"39","atg.rest.processor","src/atg/rest/processor/BBBRestSecurityProcessor.java","3","112","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"40","atg.rest.processor","src/atg/rest/processor/BBBRestSecurityProcessor.java","5","113","Found 'DU'-anomaly for variable 'personaName' (lines '113'-'152').","Controversial","DataflowAnomalyAnalysis"
"41","atg.rest.processor","src/atg/rest/processor/BBBRestSecurityProcessor.java","3","113","Local variable 'personaName' could be declared final","Optimization","LocalVariableCouldBeFinal"
"42","atg.rest.processor","src/atg/rest/processor/BBBRestSecurityProcessor.java","3","113","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"43","atg.rest.processor","src/atg/rest/processor/BBBRestSecurityProcessor.java","3","114","Local variable 'personaRole' could be declared final","Optimization","LocalVariableCouldBeFinal"
"44","atg.rest.processor","src/atg/rest/processor/BBBRestSecurityProcessor.java","3","116","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"45","atg.rest.processor","src/atg/rest/processor/BBBRestSecurityProcessor.java","3","120","Comment is too large: Line too long","Comments","CommentSize"
"46","atg.rest.processor","src/atg/rest/processor/BBBRestSecurityProcessor.java","3","125","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"47","atg.rest.processor","src/atg/rest/processor/BBBRestSecurityProcessor.java","3","132","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"48","atg.rest.processor","src/atg/rest/processor/BBBRestSecurityProcessor.java","3","132","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"49","atg.rest.processor","src/atg/rest/processor/BBBRestSecurityProcessor.java","3","144","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"50","atg.rest.processor","src/atg/rest/processor/BBBRestSecurityProcessor.java","3","145","New exception is thrown in catch block, original stack trace may be lost","Design","PreserveStackTrace"
"51","atg.rest.processor","src/atg/rest/processor/BBBRestSecurityProcessor.java","3","154","Comment is too large: Too many lines","Comments","CommentSize"
"52","atg.rest.processor","src/atg/rest/processor/BBBRestSecurityProcessor.java","3","163","Parameter 'pRepositoryURI' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"53","atg.rest.processor","src/atg/rest/processor/BBBRestSecurityProcessor.java","3","163","Parameter 'pRequest' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"54","atg.rest.processor","src/atg/rest/processor/BBBRestSecurityProcessor.java","3","163","Parameter 'pResponse' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"55","atg.security","src/atg/security/BBBRestClientPersona.java","3","15","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBeans","BeanMembersShouldSerialize"
"56","atg.security","src/atg/security/BBBRestClientPersona.java","3","16","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBeans","BeanMembersShouldSerialize"
"57","atg.security","src/atg/security/BBBRestClientPersona.java","3","17","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBeans","BeanMembersShouldSerialize"
"58","atg.security","src/atg/security/BBBRestClientPersona.java","3","18","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBeans","BeanMembersShouldSerialize"
"59","atg.security","src/atg/security/BBBRestClientPersona.java","3","19","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBeans","BeanMembersShouldSerialize"
"60","atg.security","src/atg/security/BBBRestClientPersona.java","3","20","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBeans","BeanMembersShouldSerialize"
"61","atg.security","src/atg/security/BBBRestClientPersona.java","3","39","Parameter 'pClientID' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"62","atg.security","src/atg/security/BBBRestClientPersona.java","3","46","Parameter 'pToken' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"63","atg.security","src/atg/security/BBBRestClientPersona.java","3","61","Parameter 'pAuthority' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"64","atg.security","src/atg/security/BBBRestClientPersona.java","3","75","Parameter 'pAuthenticated' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"65","atg.security","src/atg/security/BBBRestClientPersona.java","3","83","Parameter 'pRoleName' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"66","atg.security","src/atg/security/BBBRestClientPersona.java","3","97","Parameter 'pRepository' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"67","atg.security","src/atg/security/BBBRestClientPersona.java","3","101","Document empty constructor","Design","UncommentedEmptyConstructor"
"68","atg.security","src/atg/security/BBBRestClientPersona.java","3","101","It is a good practice to call super() in a constructor","Controversial","CallSuperInConstructor"
"69","atg.security","src/atg/security/BBBRestClientPersona.java","3","104","It is a good practice to call super() in a constructor","Controversial","CallSuperInConstructor"
"70","atg.security","src/atg/security/BBBRestClientPersona.java","3","104","Parameter 'pAuthority' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"71","atg.security","src/atg/security/BBBRestClientPersona.java","3","108","Parameter 'pAuthority' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"72","atg.security","src/atg/security/BBBRestClientPersona.java","3","120","Ensure you override both equals() and hashCode()","Basic","OverrideBothEqualsAndHashcode"
"73","atg.security","src/atg/security/BBBRestClientPersona.java","3","120","Parameter 'pObject' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"74","atg.security","src/atg/security/BBBRestClientPersona.java","3","121","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"75","atg.security","src/atg/security/BBBRestClientPersona.java","3","121","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"76","atg.security","src/atg/security/BBBRestClientPersona.java","3","121","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"77","atg.security","src/atg/security/BBBRestClientPersona.java","3","121","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"78","atg.security","src/atg/security/BBBRestClientPersona.java","3","121","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"79","atg.security","src/atg/security/BBBRestClientPersona.java","3","121","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"80","atg.security","src/atg/security/BBBRestClientPersona.java","3","121","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"81","atg.security","src/atg/security/BBBRestClientPersona.java","4","121","Useless parentheses.","Unnecessary","UselessParentheses"
"82","atg.security","src/atg/security/BBBRestClientPersona.java","4","121","Useless parentheses.","Unnecessary","UselessParentheses"
"83","atg.security","src/atg/security/BBBRestClientPersona.java","4","121","Useless parentheses.","Unnecessary","UselessParentheses"
"84","atg.security","src/atg/security/BBBRestClientPersona.java","4","121","Useless parentheses.","Unnecessary","UselessParentheses"
"85","atg.security","src/atg/security/BBBRestClientPersona.java","3","124","Parameter 'persona' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"86","atg.security","src/atg/security/BBBRestClientPersona.java","1","128","Return an empty array rather than null.","Design","ReturnEmptyArrayRatherThanNull"
"87","atg.security","src/atg/security/BBBRestClientPersona.java","3","132","Document empty method","Design","UncommentedEmptyMethod"
"88","atg.security","src/atg/security/BBBRestClientPersona.java","3","132","Parameter 'newSubPersonae' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"89","atg.security","src/atg/security/BBBRestClientPersona.java","3","135","Document empty method","Design","UncommentedEmptyMethod"
"90","atg.security","src/atg/security/BBBRestClientPersona.java","3","135","Parameter 'newSubPersona' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"91","atg.security","src/atg/security/BBBRestClientPersona.java","3","138","Parameter 'oldPersona' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"92","atg.security","src/atg/security/BBBRestClientPersona.java","3","142","Parameter 'attributeName' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"93","atg.security","src/atg/security/BBBRestClientPersona.java","3","146","Parameter 'roleName' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"94","com.bbb.constants","src/com/bbb/constants/RestConstants.java","3","3","Each class should declare at least one constructor","Controversial","AtLeastOneConstructor"
"95","com.bbb.constants","src/com/bbb/constants/RestConstants.java","3","14","Avoid excessively long variable names like COMPONENT_EXPRESSION","Naming","LongVariable"
"96","com.bbb.constants","src/com/bbb/constants/RestConstants.java","3","19","Avoid excessively long variable names like SECURE_COMPONENT_INFO","Naming","LongVariable"
"97","com.bbb.constants","src/com/bbb/constants/RestConstants.java","3","25","Avoid excessively long variable names like APPLICABLE_SITE_ID","Naming","LongVariable"
"98","com.bbb.constants","src/com/bbb/constants/RestConstants.java","3","32","Avoid excessively long variable names like AUTHROZIED_GROUP_ID","Naming","LongVariable"
"99","com.bbb.constants","src/com/bbb/constants/RestConstants.java","3","33","Avoid excessively long variable names like NOT_AUTHROZIED_GROUP_ID","Naming","LongVariable"
"100","com.bbb.constants","src/com/bbb/constants/RestConstants.java","3","35","Avoid excessively long variable names like CLIENT_TOKEN_QUERY","Naming","LongVariable"
"101","com.bbb.constants","src/com/bbb/constants/RestConstants.java","3","37","Avoid excessively long variable names like ERROR_INVALID_TOKEN","Naming","LongVariable"
"102","com.bbb.constants","src/com/bbb/constants/RestConstants.java","3","38","Avoid excessively long variable names like ERROR_INVALID_CLIENT_ID","Naming","LongVariable"
"103","com.bbb.constants","src/com/bbb/constants/RestConstants.java","3","49","Avoid excessively long variable names like TIMESTAMP_DATEFORMAT","Naming","LongVariable"
"104","com.bbb.constants","src/com/bbb/constants/RestConstants.java","3","52","Avoid excessively long variable names like CA_TIMESTAMP_DATE_FORMAT","Naming","LongVariable"
"105","com.bbb.pipeline","src/com/bbb/pipeline/BBBRestAccessController.java","3","1","Comment is too large: Too many lines","Comments","CommentSize"
"106","com.bbb.pipeline","src/com/bbb/pipeline/BBBRestAccessController.java","3","35","The class 'BBBRestAccessController' has a Cyclomatic Complexity of 3 (Highest = 12).","Code Size","CyclomaticComplexity"
"107","com.bbb.pipeline","src/com/bbb/pipeline/BBBRestAccessController.java","3","36","Avoid excessively long variable names like customerLoginRequiredURLs","Naming","LongVariable"
"108","com.bbb.pipeline","src/com/bbb/pipeline/BBBRestAccessController.java","3","37","Avoid excessively long variable names like mEnableRestCheckLogin","Naming","LongVariable"
"109","com.bbb.pipeline","src/com/bbb/pipeline/BBBRestAccessController.java","3","37","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBeans","BeanMembersShouldSerialize"
"110","com.bbb.pipeline","src/com/bbb/pipeline/BBBRestAccessController.java","3","38","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBeans","BeanMembersShouldSerialize"
"111","com.bbb.pipeline","src/com/bbb/pipeline/BBBRestAccessController.java","3","51","Parameter 'pRestContextPath' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"112","com.bbb.pipeline","src/com/bbb/pipeline/BBBRestAccessController.java","3","65","Avoid excessively long variable names like pEnableRestCheckLogin","Naming","LongVariable"
"113","com.bbb.pipeline","src/com/bbb/pipeline/BBBRestAccessController.java","3","65","Parameter 'pEnableRestCheckLogin' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"114","com.bbb.pipeline","src/com/bbb/pipeline/BBBRestAccessController.java","3","75","Avoid excessively long variable names like customerLoginRequiredURLs","Naming","LongVariable"
"115","com.bbb.pipeline","src/com/bbb/pipeline/BBBRestAccessController.java","3","75","Parameter 'customerLoginRequiredURLs' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"116","com.bbb.pipeline","src/com/bbb/pipeline/BBBRestAccessController.java","3","80","Comment is too large: Too many lines","Comments","CommentSize"
"117","com.bbb.pipeline","src/com/bbb/pipeline/BBBRestAccessController.java","3","96","Parameter 'pRequest' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"118","com.bbb.pipeline","src/com/bbb/pipeline/BBBRestAccessController.java","3","96","Parameter 'pResponse' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"119","com.bbb.pipeline","src/com/bbb/pipeline/BBBRestAccessController.java","3","96","The method 'service' has a Cyclomatic Complexity of 12.","Code Size","CyclomaticComplexity"
"120","com.bbb.pipeline","src/com/bbb/pipeline/BBBRestAccessController.java","3","97","Local variable 'methodName' could be declared final","Optimization","LocalVariableCouldBeFinal"
"121","com.bbb.pipeline","src/com/bbb/pipeline/BBBRestAccessController.java","3","104","Local variable 'contextPath' could be declared final","Optimization","LocalVariableCouldBeFinal"
"122","com.bbb.pipeline","src/com/bbb/pipeline/BBBRestAccessController.java","3","105","Local variable 'uri' could be declared final","Optimization","LocalVariableCouldBeFinal"
"123","com.bbb.pipeline","src/com/bbb/pipeline/BBBRestAccessController.java","3","106","Avoid excessively long variable names like uriWithoutContextPath","Naming","LongVariable"
"124","com.bbb.pipeline","src/com/bbb/pipeline/BBBRestAccessController.java","5","106","Found 'DD'-anomaly for variable 'uriWithoutContextPath' (lines '106'-'110').","Controversial","DataflowAnomalyAnalysis"
"125","com.bbb.pipeline","src/com/bbb/pipeline/BBBRestAccessController.java","5","106","Found 'DU'-anomaly for variable 'uriWithoutContextPath' (lines '106'-'134').","Controversial","DataflowAnomalyAnalysis"
"126","com.bbb.pipeline","src/com/bbb/pipeline/BBBRestAccessController.java","5","107","Found 'DD'-anomaly for variable 'compPath' (lines '107'-'111').","Controversial","DataflowAnomalyAnalysis"
"127","com.bbb.pipeline","src/com/bbb/pipeline/BBBRestAccessController.java","5","107","Found 'DU'-anomaly for variable 'compPath' (lines '107'-'134').","Controversial","DataflowAnomalyAnalysis"
"128","com.bbb.pipeline","src/com/bbb/pipeline/BBBRestAccessController.java","3","108","Local variable 'array' could be declared final","Optimization","LocalVariableCouldBeFinal"
"129","com.bbb.pipeline","src/com/bbb/pipeline/BBBRestAccessController.java","3","108","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"130","com.bbb.pipeline","src/com/bbb/pipeline/BBBRestAccessController.java","5","110","Found 'DU'-anomaly for variable 'uriWithoutContextPath' (lines '110'-'134').","Controversial","DataflowAnomalyAnalysis"
"131","com.bbb.pipeline","src/com/bbb/pipeline/BBBRestAccessController.java","5","111","Found 'DU'-anomaly for variable 'compPath' (lines '111'-'134').","Controversial","DataflowAnomalyAnalysis"
"132","com.bbb.pipeline","src/com/bbb/pipeline/BBBRestAccessController.java","3","115","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"133","com.bbb.pipeline","src/com/bbb/pipeline/BBBRestAccessController.java","3","117","Deeply nested if..then statements are hard to read","Design","AvoidDeeplyNestedIfStmts"
"134","com.bbb.pipeline","src/com/bbb/pipeline/BBBRestAccessController.java","3","117","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"135","com.bbb.pipeline","src/com/bbb/pipeline/BBBRestAccessController.java","3","117","These nested if statements could be combined","Basic","CollapsibleIfStatements"
"136","com.bbb.pipeline","src/com/bbb/pipeline/BBBRestAccessController.java","3","119","Avoid excessively long variable names like profileComponentName","Naming","LongVariable"
"137","com.bbb.pipeline","src/com/bbb/pipeline/BBBRestAccessController.java","3","119","Local variable 'profileComponentName' could be declared final","Optimization","LocalVariableCouldBeFinal"
"138","com.bbb.pipeline","src/com/bbb/pipeline/BBBRestAccessController.java","3","120","Local variable 'profile' could be declared final","Optimization","LocalVariableCouldBeFinal"
"139","com.bbb.pipeline","src/com/bbb/pipeline/BBBRestAccessController.java","3","121","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"140","com.bbb.pipeline","src/com/bbb/pipeline/BBBRestAccessController.java","4","121","Useless parentheses.","Unnecessary","UselessParentheses"
"141","com.bbb.pipeline","src/com/bbb/pipeline/BBBRestAccessController.java","4","121","Useless parentheses.","Unnecessary","UselessParentheses"
"142","com.bbb.pipeline","src/com/bbb/pipeline/BBBRestAccessServlet.java","3","1","Comment is too large: Too many lines","Comments","CommentSize"
"143","com.bbb.pipeline","src/com/bbb/pipeline/BBBRestAccessServlet.java","3","14","Possible God class (WMC=55, ATFD=45, TCC=0.0641025641025641)","Design","GodClass"
"144","com.bbb.pipeline","src/com/bbb/pipeline/BBBRestAccessServlet.java","3","51","The class 'BBBRestAccessServlet' has a Cyclomatic Complexity of 4 (Highest = 23).","Code Size","CyclomaticComplexity"
"145","com.bbb.pipeline","src/com/bbb/pipeline/BBBRestAccessServlet.java","3","52","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBeans","BeanMembersShouldSerialize"
"146","com.bbb.pipeline","src/com/bbb/pipeline/BBBRestAccessServlet.java","3","53","Avoid excessively long variable names like mRestCustomSecurityEnable","Naming","LongVariable"
"147","com.bbb.pipeline","src/com/bbb/pipeline/BBBRestAccessServlet.java","3","53","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBeans","BeanMembersShouldSerialize"
"148","com.bbb.pipeline","src/com/bbb/pipeline/BBBRestAccessServlet.java","3","54","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBeans","BeanMembersShouldSerialize"
"149","com.bbb.pipeline","src/com/bbb/pipeline/BBBRestAccessServlet.java","3","55","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBeans","BeanMembersShouldSerialize"
"150","com.bbb.pipeline","src/com/bbb/pipeline/BBBRestAccessServlet.java","3","56","Avoid excessively long variable names like mRestSecurityProcessor","Naming","LongVariable"
"151","com.bbb.pipeline","src/com/bbb/pipeline/BBBRestAccessServlet.java","3","56","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBeans","BeanMembersShouldSerialize"
"152","com.bbb.pipeline","src/com/bbb/pipeline/BBBRestAccessServlet.java","3","76","Avoid excessively long variable names like pRestSecurityProcessor","Naming","LongVariable"
"153","com.bbb.pipeline","src/com/bbb/pipeline/BBBRestAccessServlet.java","3","76","Parameter 'pRestSecurityProcessor' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"154","com.bbb.pipeline","src/com/bbb/pipeline/BBBRestAccessServlet.java","3","84","Parameter 'pUserAuthority' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"155","com.bbb.pipeline","src/com/bbb/pipeline/BBBRestAccessServlet.java","3","92","Avoid excessively long variable names like pRestCustomSecurityEnable","Naming","LongVariable"
"156","com.bbb.pipeline","src/com/bbb/pipeline/BBBRestAccessServlet.java","3","92","Parameter 'pRestCustomSecurityEnable' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"157","com.bbb.pipeline","src/com/bbb/pipeline/BBBRestAccessServlet.java","3","107","Parameter 'pRepository' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"158","com.bbb.pipeline","src/com/bbb/pipeline/BBBRestAccessServlet.java","3","122","Parameter 'pHttpsEnabled' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"159","com.bbb.pipeline","src/com/bbb/pipeline/BBBRestAccessServlet.java","3","130","Comment is too large: Too many lines","Comments","CommentSize"
"160","com.bbb.pipeline","src/com/bbb/pipeline/BBBRestAccessServlet.java","5","144","Found 'UR'-anomaly for variable 'persona' (lines '144'-'178').","Controversial","DataflowAnomalyAnalysis"
"161","com.bbb.pipeline","src/com/bbb/pipeline/BBBRestAccessServlet.java","5","144","Found 'UR'-anomaly for variable 'persona' (lines '144'-'180').","Controversial","DataflowAnomalyAnalysis"
"162","com.bbb.pipeline","src/com/bbb/pipeline/BBBRestAccessServlet.java","3","144","Parameter 'pRequest' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"163","com.bbb.pipeline","src/com/bbb/pipeline/BBBRestAccessServlet.java","3","144","Parameter 'pResponse' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"164","com.bbb.pipeline","src/com/bbb/pipeline/BBBRestAccessServlet.java","3","144","The method 'serviceRESTRequest' has a Cyclomatic Complexity of 23.","Code Size","CyclomaticComplexity"
"165","com.bbb.pipeline","src/com/bbb/pipeline/BBBRestAccessServlet.java","3","144","The method serviceRESTRequest() has an NPath complexity of 23052","Code Size","NPathComplexity"
"166","com.bbb.pipeline","src/com/bbb/pipeline/BBBRestAccessServlet.java","3","145","Local variable 'methodName' could be declared final","Optimization","LocalVariableCouldBeFinal"
"167","com.bbb.pipeline","src/com/bbb/pipeline/BBBRestAccessServlet.java","3","151","Avoid declaring a variable if it is unreferenced before a possible exit point.","Optimization","PrematureDeclaration"
"168","com.bbb.pipeline","src/com/bbb/pipeline/BBBRestAccessServlet.java","3","151","Avoid unused local variables such as 'uri'.","Unused Code","UnusedLocalVariable"
"169","com.bbb.pipeline","src/com/bbb/pipeline/BBBRestAccessServlet.java","5","151","Found 'DU'-anomaly for variable 'uri' (lines '151'-'241').","Controversial","DataflowAnomalyAnalysis"
"170","com.bbb.pipeline","src/com/bbb/pipeline/BBBRestAccessServlet.java","3","151","Local variable 'uri' could be declared final","Optimization","LocalVariableCouldBeFinal"
"171","com.bbb.pipeline","src/com/bbb/pipeline/BBBRestAccessServlet.java","3","152","Avoid unused local variables such as 'request_type'.","Unused Code","UnusedLocalVariable"
